output_frame,source_rgb_frame,side,rgb_elapsed_s,solver_sample_index,solver_sample_age_ms,strict_timing_valid,root_normalized_16_joint_mpjpe_mm,index_tip_epe_mm,middle_tip_epe_mm,ring_tip_epe_mm,pinky_tip_epe_mm
0,61,left,0.0,498,11.356791001162492,0,51.699246481339,24.022997840744043,100.77888906800486,120.72150500251097,90.05719719411515
0,61,right,0.0,498,11.356791001162492,0,56.71074776734482,27.61585691452495,114.69780941025317,121.0751526789245,101.75082912767817
1,62,left,0.03343701362609863,502,2.465386991389096,1,51.98426200732847,24.322349190357688,101.07330301397127,121.11818371543009,90.48884919052833
1,62,right,0.03343701362609863,502,2.465386991389096,1,56.770724287732385,27.56668230034716,114.71975895004338,121.11349662860135,101.8930470129349
2,63,left,0.06687402725219727,507,1.7570009949849918,1,52.325428629905325,24.72078426431039,101.37362745315878,121.46639103643976,90.88825464656635
2,63,right,0.06687402725219727,507,1.7570009949849918,1,56.273293145885475,27.22045485305475,114.24974993341733,120.60827876474067,101.2291506320983
3,64,left,0.10030388832092285,510,1.4508293097605929,1,52.37522392390379,24.828087312080108,101.44201454352624,121.53716285710287,90.94641383976548
3,64,right,0.10030388832092285,510,1.4508293097605929,1,55.546480299455595,26.70556219178372,113.47254295940468,119.84472616914309,100.23823804237112
4,65,left,0.13374090194702148,513,5.242682003881782,1,52.52250602785897,24.762181055115487,101.5420879271195,121.83460027371436,91.35739645137504
4,65,right,0.13374090194702148,513,5.242682003881782,1,54.303224735827314,25.64809685590665,112.24420791232079,118.53654553789231,98.7722254117467
5,66,left,0.16717100143432617,517,1.700524502666667,1,52.537924871666426,24.957561677259623,101.59044526963889,121.78094446283627,91.18578733035321
5,66,right,0.16717100143432617,517,1.700524502666667,1,54.352627202463495,25.61680568531159,112.25563632349527,118.57853803952456,98.9282078361652
6,67,left,0.20060086250305176,523,0.5112625804031268,1,52.578806963174685,24.63079082849134,101.72004266175146,121.83246800950411,91.25942467765593
6,67,right,0.20060086250305176,523,0.5112625804031268,1,54.526977413315024,25.74913587689096,112.38608342811489,118.74615866470721,99.11817721039871
7,68,left,0.23403000831604004,524,28.516777558252215,0,53.07711109384036,25.68837250563348,102.09375834206466,122.18793300757997,91.67107552319277
7,68,right,0.23403000831604004,524,28.516777558252215,0,54.738009144176445,25.937871744642734,112.56313164233113,118.9298938219388,99.34795614845632
8,69,left,0.2674679756164551,525,9.525736008072272,0,52.840996074011315,24.76622794354503,101.84391716095985,122.03725180582518,91.57688376926615
8,69,right,0.2674679756164551,525,9.525736008072272,0,54.75250439829641,25.699935298287247,112.34870422320819,119.00121848871522,99.57587254506943
9,70,left,0.30089688301086426,526,0.6800304545322433,1,52.533301718130396,24.507003230212263,101.63525223894547,121.76709463606792,91.14712933784084
9,70,right,0.30089688301086426,526,0.6800304545322433,1,55.26742854239425,25.80608483052233,113.57804344295873,119.30503889334516,100.08768792641392
10,71,left,0.33432698249816895,532,2.0020199881400913,1,52.41502231821549,24.448136373599784,101.5149927380614,121.64040732914343,90.96890332303916
10,71,right,0.33432698249816895,532,2.0020199881400913,1,55.7529478184343,26.295956721246704,113.97854722498286,119.76967520630015,100.72231655215606
11,72,left,0.3677639961242676,533,26.7251117475098,0,52.33644679691909,24.12123619899667,101.42602287641083,121.67251733081939,90.98357580014759
11,72,right,0.3677639961242676,533,26.7251117475098,0,56.010319405653185,26.52454022939477,114.16875969248564,120.02572804103929,101.04477143510363
12,73,left,0.40119194984436035,534,8.797428425168619,0,52.35763847185022,23.958502609643567,101.43046468352878,121.7259066324196,91.06760452386757
12,73,right,0.40119194984436035,534,8.797428425168619,0,56.069586767119816,26.500409275838972,114.1612737397511,120.08711288168148,101.17466042859591
13,74,left,0.43462085723876953,535,17.368460568832234,0,52.124837616582475,23.757417781738727,101.21525537555998,121.53059411166458,90.75532238138035
13,74,right,0.43462085723876953,535,17.368460568832234,0,55.94408614677286,26.168459317083492,113.91963712724815,119.94463233166752,101.36852490109518
14,75,left,0.46805787086486816,537,0.6220595823833719,1,52.07213604625498,23.442744865691132,101.17509131759256,121.50025846171071,90.76610915374168
14,75,right,0.46805787086486816,537,0.6220595823833719,1,55.86007058527406,26.01394226321565,113.7651380003719,119.85515638249908,101.32103480182461
15,76,left,0.5014889240264893,542,0.7757685671094805,1,52.28394780219128,23.67996746204266,101.37579422252466,121.73538677837922,91.05387626622421
15,76,right,0.5014889240264893,542,0.7757685671094805,1,55.782427369392764,25.961329527121475,113.63711404028203,119.74072290285254,101.2128799276712
16,77,left,0.5349268913269043,544,24.96866657747887,0,52.46185553059546,23.876762162107028,101.54351891036256,121.90264669892242,91.22128783097996
16,77,right,0.5349268913269043,544,24.96866657747887,0,55.640911929131796,25.847253706501515,113.48665856901648,119.59305473690881,101.03380893002875
17,78,left,0.5683560371398926,545,4.3188190611545,0,52.44619529286933,23.766618020520152,101.54090355941123,121.8757305961346,91.14934962392066
17,78,right,0.5683560371398926,545,4.3188190611545,0,55.4230959379215,25.74410662412906,113.2831064870008,119.36882206206633,100.73111131301033
18,79,left,0.6017858982086182,545,29.111529584042728,0,52.478389315213064,23.71547981096688,101.61718324391782,121.96246808685692,91.17999677753897
18,79,right,0.6017858982086182,545,29.111529584042728,0,55.138812622660474,25.74246044134317,113.02370330952618,119.0052787261793,100.22653888088858
19,80,left,0.6352159976959229,546,2.422159363050014,0,52.75609493464637,24.10919641450891,101.73129389434942,122.1403370408861,91.70348080115055
19,80,right,0.6352159976959229,546,2.422159363050014,0,54.90021911204293,25.583342866790368,112.78260950547788,118.75569536050428,99.93178242497198
20,81,left,0.668644905090332,550,1.1885164130944759,1,52.95156551302411,24.191168306367324,101.80298806557191,122.63195669622655,91.91252528408363
20,81,right,0.668644905090332,550,1.1885164130944759,1,54.88772087562285,25.55263645796056,112.69409590961159,118.73071679862007,99.99558228678566
21,82,left,0.7020740509033203,557,1.582791461260058,1,53.02314779322673,24.337751419032717,101.86321796916796,122.69797422349572,91.95422182735938
21,82,right,0.7020740509033203,557,1.582791461260058,1,54.83330322314313,25.450458366316994,112.54981393737565,118.67805985688813,100.02752030826512
22,83,left,0.7355120182037354,558,26.080587005708367,0,52.98989751076699,24.25827233473787,101.82005683282858,122.64800893747594,91.89477325534715
22,83,right,0.7355120182037354,558,26.080587005708367,0,54.81851657023978,25.32540071415408,112.49276516619082,118.70445620533266,100.12223435949227
23,84,left,0.7689459323883057,559,9.52809990849346,0,52.80198248730585,24.02869292745452,101.637306906024,122.464598467796,91.68830871843404
23,84,right,0.7689459323883057,559,9.52809990849346,0,55.0977819206201,25.663545224824542,112.0321190226918,119.11033236039684,100.65974936381458
24,85,left,0.8023700714111328,560,9.98965599865187,0,52.819812589250816,24.335149067997456,101.65217031981307,122.4490842823162,91.62136119933041
24,85,right,0.8023700714111328,560,9.98965599865187,0,55.40794279124492,26.001055080211785,112.2257587472945,119.33466022711796,101.02603820770695
25,86,left,0.8358070850372314,563,0.19473124120850116,1,52.79989564718831,24.43318560576539,101.62496955429859,122.39140069300944,91.54652350171229
25,86,right,0.8358070850372314,563,0.19473124120850116,1,55.49872662471859,25.96448409128395,112.9404037301682,119.23124487325852,100.97727015316227
26,87,left,0.869236946105957,570,1.466345100197941,1,52.769579210935106,24.00332313818658,101.64430599782992,122.4282426177882,91.61034615465653
