output_frame,source_rgb_frame,side,phase,solver_sample_index,solver_sample_age_ms,strict_timing_valid,all_10_correspondence_mean_mm,five_tip_mean_mm,five_base_mean_mm
43,43,right,calibration,390,1.013046000025497,1,44.16410972183295,53.54268684008757,34.78553260357833
44,44,left,calibration,394,0.38375100007215224,1,45.896118933923795,57.6720157797266,34.120222088121004
44,44,right,calibration,394,0.38375100007215224,1,46.392963765673414,56.08009292162518,36.70583460972164
45,45,left,calibration,396,7.083832000034818,1,46.65202467696987,58.60257108450653,34.70147826943322
45,45,right,calibration,396,7.083832000034818,1,47.4469386247502,57.349513277965045,37.54436397153535
46,46,left,calibration,397,6.473167999956786,1,47.90213689813139,60.16062041618941,35.64365338007337
46,46,right,calibration,397,6.473167999956786,1,48.527979345691065,58.65473938015758,38.40121931122455
47,47,left,calibration,400,2.8970779999326624,1,49.69370358532517,62.342030563051864,37.04537660759846
47,47,right,calibration,400,2.8970779999326624,1,50.036491686583496,60.39953036869385,39.67345300447314
48,48,left,calibration,407,2.755645999968692,1,51.71854191077919,64.87531827272839,38.56176554882997
48,48,right,calibration,407,2.755645999968692,1,52.34948586224631,63.31948282593455,41.37948889855808
49,49,left,calibration,409,1.6592899999068322,0,53.50051846948459,67.15185507591039,39.84918186305878
49,49,right,calibration,409,1.6592899999068322,0,54.541835017993414,66.22141752486908,42.86225251111773
50,50,left,calibration,410,6.776127999955861,1,56.690690164908276,71.3038586268817,42.07752170293485
50,50,right,calibration,410,6.776127999955861,1,59.03890855026301,72.19198596961435,45.885831130911676
51,51,left,calibration,412,6.0748304999833636,1,58.77621760758643,73.95296256324752,43.59947265192534
51,51,right,calibration,412,6.0748304999833636,1,61.1816553101606,74.96558835528442,47.39772226503678
52,52,left,calibration,416,6.441827999879024,1,61.152309164341524,76.96828589195113,45.33633243673194
52,52,right,calibration,416,6.441827999879024,1,63.08937568748934,77.45327628092461,48.72547509405405
53,53,left,calibration,421,7.1960650000164605,1,63.54693385500441,80.12715899470321,46.96670871530558
53,53,right,calibration,421,7.1960650000164605,1,64.7131551323936,79.64529028750901,49.781019977278156
54,54,left,calibration,422,30.33914200000254,0,65.65548169939726,82.94173529060944,48.36922810818505
54,54,right,calibration,422,30.33914200000254,0,66.34369933912396,81.97215589935107,50.715242778896865
55,55,left,calibration,422,3.098719500030711,1,67.11079238147848,84.74005341051131,49.48153135244563
55,55,right,calibration,422,3.098719500030711,1,67.61391867051393,83.60057599770101,51.627261343326815
56,56,left,calibration,428,1.5838979998079594,0,69.2940413795105,87.42529896639829,51.16278379262274
56,56,right,calibration,428,1.5838979998079594,0,68.06233062236309,84.3214251338416,51.803236110884576
57,57,left,calibration,432,2.497949499911556,0,71.01467171655489,89.68882833672558,52.34051509638418
57,57,right,calibration,432,2.497949499911556,0,69.44940111880399,86.41260272784766,52.48619950976033
58,58,left,calibration,433,11.324988000069425,1,73.75143800970328,93.23675612113175,54.266119898274816
58,58,right,calibration,433,11.324988000069425,1,71.0950286082292,88.77371211520263,53.416345101255764
59,59,left,calibration,435,1.8272780000643252,1,75.02248822824465,94.92721461862831,55.117761837860975
59,59,right,calibration,435,1.8272780000643252,1,72.21748194849137,90.53788881818156,53.89707507880119
60,60,left,calibration,440,3.145774000131496,1,75.81569896206166,96.02369126121398,55.607706662909344
60,60,right,calibration,440,3.145774000131496,1,72.93963746785388,91.71324781044693,54.166027125260825
61,61,left,calibration,441,23.069952000014382,0,76.90699261312231,97.43568372073044,56.37830150551421
61,61,right,calibration,441,23.069952000014382,0,73.88389135362237,93.01157768953682,54.75620501770794
62,62,left,calibration,442,21.39956699988943,0,77.826641910701,98.72009902998067,56.93318479142132
62,62,right,calibration,442,21.39956699988943,0,74.49108987196274,93.95036123058132,55.03181851334417
63,63,left,calibration,444,2.5784300000850635,1,77.60231119285554,98.54585803613372,56.65876434957738
63,63,right,calibration,444,2.5784300000850635,1,74.94630543971714,94.6465477254704,55.24606315396392
64,64,left,calibration,450,2.027343000008841,0,79.26928630524638,100.93251459975984,57.606058010732944
64,64,right,calibration,450,2.027343000008841,0,76.64119789226454,96.88015035917014,56.402245425358956
65,65,left,calibration,454,9.144015999936528,0,80.00205846818493,101.97337936985019,58.030737566519655
65,65,right,calibration,454,9.144015999936528,0,77.10058297510639,97.53090335655529,56.67026259365748
66,66,left,calibration,457,1.509516000169242,1,80.33777678083592,102.48875184857381,58.18680171309802
66,66,right,calibration,457,1.509516000169242,1,77.14154822028858,97.75707410404296,56.52602233653422
67,67,left,calibration,460,3.589778500099783,1,80.2543821104123,102.40867595088085,58.10008826994374
67,67,right,calibration,460,3.589778500099783,1,77.04711552510015,97.72866340098597,56.36556764921435
68,68,left,calibration,463,1.6610709999440587,0,80.15336707088001,102.40467521314179,57.902058928618224
68,68,right,calibration,463,1.6610709999440587,0,76.94367265924431,97.68225032472324,56.205094993765385
69,69,left,calibration,466,14.991025500194155,0,79.72124512616386,101.93383285127246,57.50865740105529
69,69,right,calibration,466,14.991025500194155,0,76.17190879352484,96.85655146812216,55.48726611892753
70,70,left,calibration,467,17.178539000042292,1,79.31227280970123,101.45213836671392,57.172407252688494
70,70,right,calibration,467,17.178539000042292,1,75.87229228268923,96.58423228685554,55.16035227852293
71,71,left,calibration,468,0.25970799993046967,1,77.31095354726077,99.00138826739379,55.62051882712774
71,71,right,calibration,468,0.25970799993046967,1,73.63613515091696,93.84682827742715,53.425442024406756
72,72,left,calibration,470,0.7967359999838663,1,75.95268481497837,97.18791357255262,54.717456057404114
72,72,right,calibration,470,0.7967359999838663,1,72.36156464560331,92.27020591450147,52.452923376705165
73,73,left,calibration,476,1.626923000003444,1,74.22791845113161,94.93553664703909,53.52030025522413
73,73,right,calibration,476,1.626923000003444,1,71.35990392715058,90.94567363793917,51.77413421636201
74,74,left,calibration,478,8.034704000010606,1,73.11212382744392,93.47727492565028,52.746972729237584
74,74,right,calibration,478,8.034704000010606,1,70.4261907057554,89.65614445790263,51.19623695360817
75,75,left,calibration,479,7.576516666404132,1,70.32392991884169,89.71106887304506,50.93679096463827
75,75,right,calibration,479,7.576516666404132,1,67.97467114424896,86.16862344055576,49.78071884794216
76,76,left,calibration,480,0.6727503332513152,1,68.53220870651431,87.38148694242443,49.682930470604205
76,76,right,calibration,480,0.6727503332513152,1,66.42266863826417,84.10564563288747,48.73969164364087
77,77,left,calibration,484,8.072318000131418,1,65.26847062272107,83.15749102346277,47.37945022197937
77,77,right,calibration,484,8.072318000131418,1,63.751475410034004,80.68766987315857,46.81528094690945
78,78,left,calibration,488,3.425098999969123,1,61.439294114966046,77.93816452153926,44.94042370839283
78,78,right,calibration,488,3.425098999969123,1,60.74806567586501,76.56808176551911,44.92804958621089
79,79,left,calibration,489,7.956336999995983,1,59.94474734342964,75.65633387033135,44.233160816527935
79,79,right,calibration,489,7.956336999995983,1,59.946599319981985,75.44658304910766,44.446615590856325
80,80,left,calibration,491,1.2619399999493908,1,54.33909108443419,67.78297889508296,40.895203273785405
80,80,right,calibration,491,1.2619399999493908,1,55.66991864522142,69.49170992739104,41.8481273630518
81,81,left,calibration,499,1.4213133333669248,1,51.327744371984,63.579712089156445,39.07577665481157
81,81,right,calibration,499,1.4213133333669248,1,52.418136738893985,64.901826183389,39.934447294398964
82,82,left,calibration,503,8.408943333506613,1,50.19878979738056,62.07288224068541,38.324697354075724
82,82,right,calibration,503,8.408943333506613,1,51.09071227143738,62.934899534244174,39.24652500863059
83,83,left,calibration,504,28.12324899991836,0,49.646372763986776,61.28793559898978,38.00480992898376
83,83,right,calibration,504,28.12324899991836,0,50.647301714236484,62.149514886437885,39.14508854203509
84,84,left,calibration,505,3.1596159999480733,0,48.56910822113586,60.126312920575266,37.01190352169645
84,84,right,calibration,505,3.1596159999480733,0,48.05837829353376,58.82322095955048,37.293535627517024
85,85,left,calibration,510,6.829478999861749,0,48.2635050176056,59.68234255746106,36.84466747775015
85,85,right,calibration,510,6.829478999861749,0,47.14053014338807,57.57324264580916,36.70781764096698
86,86,left,calibration,512,16.105945000163047,1,49.10634053192225,60.82241485469014,37.39026620915437
86,86,right,calibration,512,16.105945000163047,1,47.14290601260696,57.664400237884976,36.62141178732894
87,87,left,calibration,513,6.35017800004789,1,50.70329463748315,62.826086623491506,38.58050265147479
87,87,right,calibration,513,6.35017800004789,1,47.69200014368057,58.187578417382795,37.19642186997836
88,88,left,calibration,518,1.7295150000791182,0,51.43219100356007,64.13642996006642,38.72795204705372
88,88,right,calibration,518,1.7295150000791182,0,47.68642960413794,58.739508430929206,36.633350777346685
89,89,left,calibration,524,6.121169499920143,0,52.62984484060316,65.72414235556491,39.535547325641396
89,89,right,calibration,524,6.121169499920143,0,49.82438203831529,61.95207592132848,37.696688155302105
90,90,left,calibration,524,29.13338100006513,0,54.167506151868665,67.71978475280306,40.61522755093425
90,90,right,calibration,524,29.13338100006513,0,51.473071570503315,64.32431947884263,38.621823662164005
91,91,left,calibration,525,11.504905666697596,1,54.2344664971582,68.0370608516303,40.4318721426861
91,91,right,calibration,525,11.504905666697596,1,51.5762237647466,65.00276128746239,38.149686242030825
92,92,left,calibration,527,8.03274266650078,1,54.58472390508899,68.50335142270517,40.66609638747284
92,92,right,calibration,527,8.03274266650078,1,52.04781258656169,65.75574110207626,38.3398840710471
93,93,left,calibration,530,9.59128099998452,1,54.420438261722026,68.33117780083987,40.509698722604185
93,93,right,calibration,530,9.59128099998452,1,52.81930390473101,67.05690006070351,38.581707748758504
94,94,left,calibration,531,18.197016499925667,1,54.306723645526915,68.10087399892114,40.51257329213269
94,94,right,calibration,531,18.197016499925667,1,54.20336746845682,69.32237499957492,39.084359937338704
95,95,left,calibration,534,2.8373380000630277,1,53.54649843608438,67.3808274729864,39.71216939918237
95,95,right,calibration,534,2.8373380000630277,1,53.894455540489425,69.67472090191532,38.11419017906355
96,96,left,calibration,540,1.1185715002284269,1,53.79349587699348,67.8897959178644,39.69719583612259
96,96,right,calibration,540,1.1185715002284269,1,54.206503793651756,70.22598373142844,38.18702385587506
97,97,left,calibration,541,10.64127700010431,1,54.3310764695032,68.65302103011685,40.00913190888956
97,97,right,calibration,541,10.64127700010431,1,54.33889388747351,70.41581536718357,38.26197240776346
98,98,left,calibration,542,10.309848999895621,1,53.56318733495739,67.84479013762007,39.28158453229471
98,98,right,calibration,542,10.309848999895621,1,53.75436214071283,69.92028944589961,37.58843483552606
99,99,left,calibration,545,0.18360500007474911,1,53.26663532141748,67.55136794061889,38.98190270221606
99,99,right,calibration,545,0.18360500007474911,1,53.63272386309863,69.90545785725561,37.35998986894166
100,100,left,calibration,549,2.184707999958846,1,52.91871626719384,67.15985941852138,38.677573115866295
100,100,right,calibration,549,2.184707999958846,1,52.87402359080581,69.01868809237251,36.729359089239104
101,101,left,calibration,550,29.59711900007278,0,52.802775657234235,67.05292174249712,38.55262957197135
101,101,right,calibration,550,29.59711900007278,0,52.77640668125805,68.85511867912217,36.69769468339393
102,102,left,calibration,551,0.7003369998983544,1,51.297954419045695,65.22760637348615,37.36830246460523
102,102,right,calibration,551,0.7003369998983544,1,51.2999469346105,67.04132897050378,35.558564898717194
103,103,left,calibration,557,0.4118219999327266,1,50.74772011207844,64.62892000702813,36.86652021712876
103,103,right,calibration,557,0.4118219999327266,1,50.448669413912,65.78139667193504,35.11594215588896
104,104,left,calibration,562,10.681418000103804,0,50.53814564757348,64.3407593955148,36.73553189963217
104,104,right,calibration,562,10.681418000103804,0,50.27312190142938,65.50504358034223,35.0412002225165
105,105,left,calibration,563,13.323467499958497,0,49.92954547751453,63.69568557789895,36.1634053771301
105,105,right,calibration,563,13.323467499958497,0,49.508580838315936,64.59909420098896,34.41806747564292
106,106,left,calibration,565,2.9857240001547325,1,49.29240796088742,62.928161394343384,35.656654527431435
106,106,right,calibration,565,2.9857240001547325,1,48.48552822238037,63.14545882537834,33.82559761938239
107,107,left,calibration,568,3.66660449981282,1,48.26458403827614,61.590064838333454,34.93910323821882
107,107,right,calibration,568,3.66660449981282,1,47.34623975420401,61.52164297604672,33.17083653236127
108,108,left,calibration,570,3.9185870000437717,1,46.95607543227518,59.82859711452797,34.08355375002239
108,108,right,calibration,570,3.9185870000437717,1,46.10538442150868,59.57433763725546,32.636431205761895
109,109,left,calibration,571,13.760313999910068,1,45.64127237629554,58.13975603308681,33.14278871950426
109,109,right,calibration,571,13.760313999910068,1,44.27977077036513,56.72551863099776,31.83402290973252
110,110,left,calibration,572,28.399285999967105,0,44.571110068193164,56.757073228948514,32.385146907437814
110,110,right,calibration,572,28.399285999967105,0,43.505921134893,55.20147580213707,31.81036646764893
111,111,left,calibration,572,5.022098500148786,0,44.31681447366418,56.38556351707258,32.248065430255785
111,111,right,calibration,572,5.022098500148786,0,44.64758506721607,56.59762241247289,32.69754772195925
112,112,left,calibration,574,4.97609600006399,1,41.934694962685406,53.40037331582772,30.469016609543086
112,112,right,calibration,574,4.97609600006399,1,44.51421469692487,55.77557606930581,33.25285332454392
113,113,left,calibration,581,0.7356349997280631,1,40.40396871576927,51.34937579478621,29.458561636752297
113,113,right,calibration,581,0.7356349997280631,1,45.163571040196295,56.24841052368724,34.078731556705364
114,114,left,calibration,585,15.630273999931887,1,39.866678108918876,50.57511185163721,29.158244366200545
114,114,right,calibration,585,15.630273999931887,1,46.01091189678498,57.084661874621375,34.937161918948604
115,115,left,calibration,586,26.350821666710544,0,39.74218964393554,50.3474815312276,29.136897756643485
115,115,right,calibration,586,26.350821666710544,0,46.65296542942107,57.7531626538411,35.55276820500104
116,116,left,calibration,586,7.285403666628554,0,40.12706944496541,50.83627852422649,29.417860365704332
116,116,right,calibration,586,7.285403666628554,0,47.308744136607956,58.58838664760892,36.029101625607005
117,117,left,calibration,587,1.9478490000892634,0,39.828537289499835,49.81807273530761,29.839001843692063
117,117,right,calibration,587,1.9478490000892634,0,46.67490558203072,56.975891679109075,36.37391948495237
118,118,left,calibration,591,1.2222365000980062,0,40.398278887246946,50.10194365325434,30.694614121239532
118,118,right,calibration,591,1.2222365000980062,0,47.6718322267868,58.024929598621455,37.31873485495213
119,119,left,calibration,598,2.145838999922489,1,42.151947482204,52.073148913491956,32.23074605091604
119,119,right,calibration,598,2.145838999922489,1,49.19486943073524,59.879905512740926,38.50983334872955
120,120,left,calibration,602,4.398098999899958,1,47.5964554723994,58.946451523693,36.246459421105804
120,120,right,calibration,602,4.398098999899958,1,52.775334121222535,64.44124361183295,41.10942463061213
121,121,left,calibration,603,15.854392999926858,1,50.18051111135789,62.26812157782581,38.09290064488998
121,121,right,calibration,603,15.854392999926858,1,54.916955388723224,67.24926334976317,42.58464742768331
122,122,left,calibration,604,25.74624700014283,0,53.009632751317966,65.92306178174451,40.096203720891424
122,122,right,calibration,604,25.74624700014283,0,56.731898567209115,69.6920034127254,43.77179372169282
123,123,left,calibration,605,1.5667054999539687,1,56.27110745581807,70.08614768229968,42.45606722933646
123,123,right,calibration,605,1.5667054999539687,1,59.3414210341909,73.12884600759983,45.55399606078198
124,124,left,calibration,612,1.7528620001030504,1,58.64035233571013,73.06216269936996,44.21854197205032
124,124,right,calibration,612,1.7528620001030504,1,61.97236393469598,76.6393608089345,47.30536706045747
125,125,left,calibration,617,0.7850404999771854,1,60.6368896952867,75.73404119817704,45.53973819239634
125,125,right,calibration,617,0.7850404999771854,1,64.01433101123123,79.42667391213054,48.601988110331945
126,126,left,calibration,621,0.6131080001523515,0,62.385941852964336,78.03982027723153,46.73206342869714
126,126,right,calibration,621,0.6131080001523515,0,66.05052537132265,82.22762907984168,49.8734216628036
127,127,left,calibration,622,30.958118500166165,0,64.58421785027663,81.06944392777251,48.09899177278071
127,127,right,calibration,622,30.958118500166165,0,67.79673179501405,84.75846615677392,50.834997433254216
128,128,left,calibration,623,0.8688049999818759,1,67.08204523750119,84.31102669729074,49.853063777711625
128,128,right,calibration,623,0.8688049999818759,1,69.61197000719372,87.19876521291212,52.025174801475295
129,129,left,calibration,629,1.0222159999102587,1,69.32295391842179,87.37193328573362,51.27397455110995
129,129,right,calibration,629,1.0222159999102587,1,71.02012498446962,89.10661326599252,52.93363670294673
130,130,left,calibration,635,0.3995300000951829,1,71.21892190410642,89.97906321789108,52.45878059032176
130,130,right,calibration,635,0.3995300000951829,1,72.17449690054625,90.68219046702403,53.66680333406848
131,131,left,calibration,639,6.070978333355015,1,72.06499877289247,91.19976203746477,52.93023550832013
131,131,right,calibration,639,6.070978333355015,1,73.1540308516459,92.05488591675689,54.2531757865349
132,132,left,calibration,640,17.934832333367012,0,72.78186442835367,92.2198361215558,53.34389273515153
132,132,right,calibration,640,17.934832333367012,0,74.10475523681771,93.39628099490683,54.81322947872862
133,133,left,calibration,640,14.431217000037577,0,73.2384065362403,92.77929602798525,53.69751704449535
133,133,right,calibration,640,14.431217000037577,0,74.84855720715532,94.37595695669663,55.321157457614035
134,134,left,calibration,644,2.3097554999367276,0,73.8119970651513,93.69810618108383,53.92588794921876
134,134,right,calibration,644,2.3097554999367276,0,75.48418951050573,95.29031581809808,55.67806320291337
135,135,left,calibration,652,0.7629369999904156,1,74.90870017955869,95.17080277787753,54.646597581239845
135,135,right,calibration,652,0.7629369999904156,1,76.25775031028957,96.39803741132546,56.117463209253664
136,136,left,calibration,657,1.1353009999766073,1,75.869459043553,96.40394615599119,55.33497193111481
136,136,right,calibration,657,1.1353009999766073,1,76.71997087961329,97.05126615055855,56.38867560866803
137,137,left,calibration,659,9.51278699994873,1,77.04003914055444,98.00829005541989,56.07178822568899
137,137,right,calibration,659,9.51278699994873,1,77.28124365361887,97.83467823194005,56.727809075297685
138,138,left,calibration,660,15.905922999991162,1,78.44764065235353,99.91654292822372,56.97873837648335
138,138,right,calibration,660,15.905922999991162,1,78.18306476057965,99.189510346702,57.176619174457315
139,139,left,calibration,661,2.133586999889303,1,79.309744071677,101.09754169868765,57.52194644466632
139,139,right,calibration,661,2.133586999889303,1,78.30126478837941,99.61679806401979,56.985731512738994
140,140,left,calibration,669,0.7368014998974104,1,80.20045840615242,102.54397699322155,57.8569398190833
140,140,right,calibration,669,0.7368014998974104,1,78.67505007353068,100.2290284989268,57.12107164813458
141,141,left,calibration,675,5.892102999951021,1,80.56485327257651,103.13502493998449,57.99468160516854
141,141,right,calibration,675,5.892102999951021,1,79.08271014539909,100.7744036988027,57.39101659199546
142,142,left,calibration,677,14.630577500156505,1,80.76588459080769,103.53500740005602,57.99676178155935
142,142,right,calibration,677,14.630577500156505,1,79.24846333189163,101.02402545180104,57.47290121198223
143,143,left,calibration,678,2.266042999963247,1,80.47059248519864,103.26525688828103,57.67592808211623
143,143,right,calibration,678,2.266042999963247,1,79.52257230473415,101.41317472701947,57.63196988244886
144,144,left,calibration,679,14.594290000104593,1,79.16480203808484,101.69780093856738,56.63180313760232
144,144,right,calibration,679,14.594290000104593,1,78.3208055623185,99.97470838306411,56.66690274157289
145,145,left,calibration,683,1.8124200000784185,1,77.66178180287599,99.85735749232485,55.466206113427155
145,145,right,calibration,683,1.8124200000784185,1,76.31960729781959,97.53253530696797,55.106679288671195
146,146,left,calibration,690,0.2942234998499771,1,76.08251300458424,97.90253479846284,54.26249121070568
146,146,right,calibration,690,0.2942234998499771,1,75.38683944809392,96.3795588329489,54.39412006323897
147,147,left,calibration,695,1.2271200000668614,1,74.05234874752823,95.44174046647211,52.66295702858432
147,147,right,calibration,695,1.2271200000668614,1,74.13117125052062,94.74275549669395,53.51958700434727
148,148,left,calibration,700,3.510906499968769,1,71.75791115456136,92.45879355170841,51.05702875741431
148,148,right,calibration,700,3.510906499968769,1,72.3827143022982,92.4494699237266,52.31595868086983
