output_frame,source_rgb_frame,side,rgb_elapsed_s,solver_sample_index,solver_sample_age_ms,strict_timing_valid,root_normalized_16_joint_mpjpe_mm,index_tip_epe_mm,middle_tip_epe_mm,ring_tip_epe_mm,pinky_tip_epe_mm
0,0,left,0.0,332,24.364293814869598,0,10.70919345088741,9.971619296838275,6.4489989414648665,11.694838040682775,17.8604881398897
0,0,right,0.0,332,24.364293814869598,0,20.36040591193783,32.95560178219779,32.72331616336533,23.74162178827408,21.880087273188963
1,1,left,0.033432960510253906,333,11.959198411204852,0,10.747271112383448,9.944409197671082,6.572895804991538,11.772423667337707,17.896411151003832
1,1,right,0.033432960510253906,333,11.959198411204852,0,20.497660562817906,33.048219139989705,33.428939366198186,23.79697519153371,21.898602789362602
2,2,left,0.06686186790466309,335,1.6165024280780926,1,10.94364519105137,10.017838045868299,6.9217723965701206,12.200663573981874,18.07322019655598
2,2,right,0.06686186790466309,335,1.6165024280780926,1,20.456875196358943,33.19728416553158,32.5993579403392,23.896982612693797,21.918615590701844
3,3,left,0.10028982162475586,341,0.261546578258276,1,11.049286126353625,9.925076258205781,7.156980148365854,12.396875452237472,18.285889092614273
3,3,right,0.10028982162475586,341,0.261546578258276,1,20.51035184297796,33.148456694019906,33.08483747128597,23.944833360449373,21.874166874600594
4,4,left,0.13371896743774414,348,0.5426429415820166,1,11.12808536931551,9.876599591445899,7.325752703728302,12.528659819364364,18.43514460729201
4,4,right,0.13371896743774414,348,0.5426429415820166,1,20.458345093148612,33.1173305582181,32.990099118681776,23.929598062961787,21.818879115113294
5,5,left,0.16715788841247559,349,30.012090574018657,0,11.222217259493826,9.863519619985862,7.521951987760601,12.692781841159304,18.541018223004706
5,5,right,0.16715788841247559,349,30.012090574018657,0,20.45070799167943,33.252406760601055,32.88117296505666,23.916937358377048,21.796438390539382
6,6,left,0.20059490203857422,350,3.246416919864714,1,11.294575708745722,9.859032025567554,7.64149011327566,12.816891650998478,18.62316392800314
6,6,right,0.20059490203857422,350,3.246416919864714,1,20.409034455908,32.98045995056381,32.85820036320586,23.908315021074092,21.7733719534491
7,7,left,0.23403096199035645,354,2.5079594197450206,1,11.35852387675665,9.91753589089733,7.690122799498724,12.932830715526803,18.657165390071068
7,7,right,0.23403096199035645,354,2.5079594197450206,1,20.42710372617521,32.9142577223016,32.926741654277734,23.95724464423348,21.718694111887817
8,8,left,0.2674689292907715,360,0.9614047885406762,1,11.382710334040103,9.902309645685653,7.69452158660803,12.950523668519937,18.776602866099317
8,8,right,0.2674689292907715,360,0.9614047885406762,1,20.5075637401966,32.99538582730484,33.08554970898835,24.003149296979267,21.78383613374707
9,9,left,0.30089902877807617,364,1.9462130003375933,1,11.402246680018031,9.884259019775882,7.791963237375334,13.023163969983909,18.75071695954004
9,9,right,0.30089902877807617,364,1.9462130003375933,1,20.59594915271872,33.26879740515888,33.21898939862337,24.05753120581083,21.828780417595855
10,10,left,0.3343348503112793,369,1.2317889195401222,1,11.370289969028613,9.89568854276435,7.704022290335574,12.991643176217059,18.68102599845492
10,10,right,0.3343348503112793,369,1.2317889195401222,1,20.617790236663783,33.3181524234169,33.286540004425326,24.031310688267595,21.814828011852708
11,11,left,0.3677709102630615,374,4.209330421872437,1,11.336002539767694,9.938857434208712,7.520164203716706,12.925677894704195,18.746157936976665
11,11,right,0.3677709102630615,374,4.209330421872437,1,20.64747674091776,33.29846573714523,33.40338898937729,24.064624082897126,21.86331413729932
12,12,left,0.40120887756347656,379,12.766396044753492,0,11.254776690409663,10.041505908439674,7.2345566734496325,12.868305668729452,18.426164519163926
12,12,right,0.40120887756347656,379,12.766396044753492,0,20.557242629177793,33.06700088127032,33.302428622398594,23.99067568261142,21.820897534640626
13,13,left,0.4346449375152588,380,2.6830940041691065,1,11.173822624502543,10.139486368788798,6.969416958426527,12.743204036199096,18.284064090624174
13,13,right,0.4346449375152588,380,2.6830940041691065,1,20.550444433395835,33.03493540013359,33.42765598440075,23.990032354875165,21.854361852584276
14,14,left,0.4680769443511963,385,2.6813159201992676,1,11.114599811876,10.077791173774536,6.8437762035170495,12.662461210791204,18.37044804586916
14,14,right,0.4680769443511963,385,2.6813159201992676,1,20.550627458363266,33.002774244641174,33.39681948407025,24.020098905514782,21.91275760892064
15,15,left,0.5015139579772949,391,1.936928994837217,1,11.069926367553983,10.066164799096695,6.7435448102737165,12.64345039541405,18.308217013379824
15,15,right,0.5015139579772949,391,1.936928994837217,1,20.580545264639753,33.0991166052973,33.29636990651615,24.12314452447326,21.97509657560744
