output_frame,source_rgb_frame,mapping_kind,derived_color_device_timestamp_us,cmm_fractional_frame_counter,lower_camera_timecode_id,upper_camera_timecode_id,nearest_anchor_alignment_error_ms,camera_glove_valid
53,53,timestamp_inferred,1788012954588298.000,296564.274542,27,28,2.186763,1
54,54,camera_timecode_anchor,1788012954621727.000,296568.286671,28,28,2.388929,1
55,55,timestamp_inferred,1788012954655156.000,296572.273762,28,29,2.388929,1
56,56,camera_timecode_anchor,1788012954688585.000,296576.260852,29,29,2.173765,0
57,57,timestamp_inferred,1788012954722015.000,296580.325957,29,30,2.173765,0
58,58,camera_timecode_anchor,1788012954755445.000,296584.391063,30,30,3.258858,1
59,59,timestamp_inferred,1788012954788870.500,296588.437987,30,31,3.258858,1
60,60,camera_timecode_anchor,1788012954822296.000,296592.484911,31,31,-4.292409,1
61,61,timestamp_inferred,1788012954855726.000,296595.213674,31,32,-4.292409,1
62,62,timestamp_inferred,1788012954889156.000,296597.942438,31,32,-2.739991,1
63,63,camera_timecode_anchor,1788012954922586.000,296600.671201,32,32,-2.739991,1
64,64,camera_timecode_anchor,1788012954956015.000,296608.595435,33,33,-3.371378,0
65,65,timestamp_inferred,1788012954989444.500,296612.664365,33,34,-3.371378,0
66,66,camera_timecode_anchor,1788012955022874.000,296616.733295,34,34,-2.222538,1
67,67,timestamp_inferred,1788012955056303.500,296620.634344,34,35,-2.222538,1
68,68,camera_timecode_anchor,1788012955089733.000,296624.535393,35,35,-3.871725,0
69,69,timestamp_inferred,1788012955123167.500,296628.596764,35,36,-3.871725,0
70,70,camera_timecode_anchor,1788012955156602.000,296632.658135,36,36,-2.848874,1
71,71,timestamp_inferred,1788012955190031.000,296636.716819,36,37,-2.848874,1
72,72,camera_timecode_anchor,1788012955223460.000,296640.775504,37,37,-1.870802,1
73,73,timestamp_inferred,1788012955256888.500,296644.763074,37,38,-1.870802,1
74,74,camera_timecode_anchor,1788012955290317.000,296648.750645,38,38,-2.077958,1
75,75,timestamp_inferred,1788012955323747.000,296651.429644,38,39,-2.077958,1
76,76,timestamp_inferred,1788012955357177.000,296654.108644,38,39,-1.769643,1
77,77,camera_timecode_anchor,1788012955390607.000,296656.787643,39,39,-1.769643,1
78,78,camera_timecode_anchor,1788012955424037.000,296664.799225,40,40,-1.673127,1
79,79,timestamp_inferred,1788012955457463.000,296668.880652,40,41,-1.673127,1
80,80,camera_timecode_anchor,1788012955490889.000,296672.962078,41,41,-0.316013,1
81,81,timestamp_inferred,1788012955524315.750,296675.644530,41,42,-0.316013,1
82,82,timestamp_inferred,1788012955557742.250,296678.326982,41,42,0.078611,1
83,83,camera_timecode_anchor,1788012955591169.000,296681.009433,42,42,0.078611,1
84,84,camera_timecode_anchor,1788012955624600.000,296688.681813,43,43,-2.651561,0
85,85,timestamp_inferred,1788012955658029.500,296692.784087,43,44,-2.651561,0
86,86,camera_timecode_anchor,1788012955691459.000,296696.886362,44,44,-0.946984,1
87,87,timestamp_inferred,1788012955724889.000,296700.883712,44,45,-0.946984,1
88,88,camera_timecode_anchor,1788012955758319.000,296704.881062,45,45,-0.991151,0
89,89,timestamp_inferred,1788012955791749.000,296708.944000,45,46,-0.991151,0
90,90,camera_timecode_anchor,1788012955825179.000,296713.006938,46,46,0.057816,1
91,91,timestamp_inferred,1788012955858605.750,296715.638117,46,47,0.057816,1
92,92,timestamp_inferred,1788012955892032.250,296718.269296,46,47,-0.829370,1
93,93,camera_timecode_anchor,1788012955925459.000,296720.900476,47,47,-0.829370,1
94,94,timestamp_inferred,1788012955958885.000,296725.021919,47,48,-0.829370,1
95,95,camera_timecode_anchor,1788012955992311.000,296729.143362,48,48,1.194687,1
96,96,timestamp_inferred,1788012956025738.000,296733.218777,48,49,1.194687,1
97,97,camera_timecode_anchor,1788012956059165.000,296737.294191,49,49,2.451589,1
98,98,timestamp_inferred,1788012956092589.500,296741.410883,49,50,2.451589,1
99,99,camera_timecode_anchor,1788012956126014.000,296745.527574,50,50,4.396454,1
100,100,timestamp_inferred,1788012956159440.000,296749.459916,50,51,4.396454,1
101,101,camera_timecode_anchor,1788012956192866.000,296753.392257,51,51,3.268805,1
102,102,camera_timecode_anchor,1788012956226297.000,296761.089077,52,52,0.742312,1
103,103,timestamp_inferred,1788012956259722.500,296765.021763,52,53,0.742312,1
104,104,camera_timecode_anchor,1788012956293148.000,296768.954449,53,53,-0.379593,0
105,105,timestamp_inferred,1788012956326574.000,296773.004446,53,54,-0.379593,0
106,106,camera_timecode_anchor,1788012956360000.000,296777.054443,54,54,0.453691,1
107,107,timestamp_inferred,1788012956393425.500,296781.058127,54,55,0.453691,1
108,108,camera_timecode_anchor,1788012956426851.000,296785.061812,55,55,0.515099,1
109,109,timestamp_inferred,1788012956460280.000,296789.073377,55,56,0.515099,1
110,110,camera_timecode_anchor,1788012956493709.000,296793.084942,56,56,0.707854,0
111,111,timestamp_inferred,1788012956527136.500,296797.152300,56,57,0.707854,0
112,112,camera_timecode_anchor,1788012956560564.000,296801.219658,57,57,1.830487,1
113,113,timestamp_inferred,1788012956593986.000,296805.244370,57,58,1.830487,1
114,114,camera_timecode_anchor,1788012956627408.000,296809.269081,58,58,2.242339,1
115,115,timestamp_inferred,1788012956660834.750,296811.949284,58,59,2.242339,1
116,116,timestamp_inferred,1788012956694261.250,296814.629488,58,59,2.580766,0
117,117,camera_timecode_anchor,1788012956727688.000,296817.309692,59,59,2.580766,0
118,118,timestamp_inferred,1788012956761114.000,296821.311422,59,60,2.580766,0
119,119,camera_timecode_anchor,1788012956794540.000,296825.313152,60,60,2.609600,1
120,120,camera_timecode_anchor,1788012956827969.000,296832.940520,61,61,-0.495663,1
121,121,timestamp_inferred,1788012956861395.000,296836.946488,61,62,-0.495663,1
122,122,camera_timecode_anchor,1788012956894821.000,296840.952455,62,62,-0.396210,1
123,123,timestamp_inferred,1788012956928252.000,296845.012830,62,63,-0.396210,1
124,124,camera_timecode_anchor,1788012956961683.000,296849.073205,63,63,0.610040,1
125,125,timestamp_inferred,1788012956995108.500,296853.172893,63,64,0.610040,1
126,126,camera_timecode_anchor,1788012957028534.000,296857.272581,64,64,2.271506,0
127,127,timestamp_inferred,1788012957061959.500,296861.286655,64,65,2.271506,0
128,128,camera_timecode_anchor,1788012957095385.000,296865.300730,65,65,2.506083,1
129,129,timestamp_inferred,1788012957128810.500,296869.377364,65,66,2.506083,1
130,130,camera_timecode_anchor,1788012957162236.000,296873.453998,66,66,3.783319,1
131,131,timestamp_inferred,1788012957195663.000,296876.192119,66,67,3.783319,1
132,132,timestamp_inferred,1788012957229090.000,296878.930240,66,67,-2.763665,0
133,133,camera_timecode_anchor,1788012957262517.000,296881.668360,67,67,-2.763665,0
134,134,timestamp_inferred,1788012957295943.500,296885.954568,67,68,-2.763665,0
135,135,camera_timecode_anchor,1788012957329370.000,296890.240776,68,68,2.006470,1
136,136,timestamp_inferred,1788012957362799.500,296894.077199,68,69,2.006470,1
137,137,camera_timecode_anchor,1788012957396229.000,296897.913621,69,69,-0.719825,1
138,138,timestamp_inferred,1788012957429659.500,296902.042392,69,70,-0.719825,1
139,139,camera_timecode_anchor,1788012957463090.000,296906.171162,70,70,1.426351,1
140,140,timestamp_inferred,1788012957496519.000,296910.179410,70,71,1.426351,1
141,141,camera_timecode_anchor,1788012957529948.000,296914.187658,71,71,1.563818,1
142,142,timestamp_inferred,1788012957563377.500,296918.214174,71,72,1.563818,1
143,143,camera_timecode_anchor,1788012957596807.000,296922.240690,72,72,2.005750,1
144,144,timestamp_inferred,1788012957630233.500,296926.477445,72,73,2.005750,1
145,145,camera_timecode_anchor,1788012957663660.000,296930.714201,73,73,-2.381662,1
146,146,timestamp_inferred,1788012957697086.000,296934.732596,73,74,-2.381662,1
147,147,camera_timecode_anchor,1788012957730512.000,296938.750992,74,74,-2.075068,1
148,148,timestamp_inferred,1788012957763940.000,296942.781121,74,75,-2.075068,1
149,149,camera_timecode_anchor,1788012957797368.000,296946.811249,75,75,-1.572922,1
150,150,timestamp_inferred,1788012957830795.000,296951.021463,75,76,-1.572922,1
151,151,camera_timecode_anchor,1788012957864222.000,296955.231677,76,76,1.930642,1
152,152,timestamp_inferred,1788012957897652.000,296959.358311,76,77,1.930642,1
153,153,camera_timecode_anchor,1788012957931082.000,296963.484944,77,77,4.041201,0
154,154,timestamp_inferred,1788012957964507.000,296967.372798,77,78,4.041201,0
155,155,camera_timecode_anchor,1788012957997932.000,296971.260653,78,78,2.172107,1
156,156,timestamp_inferred,1788012958031363.500,296975.265885,78,79,2.172107,1
157,157,camera_timecode_anchor,1788012958064795.000,296979.271118,79,79,2.259316,1
158,158,timestamp_inferred,1788012958098219.000,296983.408115,79,80,2.259316,1
159,159,camera_timecode_anchor,1788012958131643.000,296987.545112,80,80,-3.790733,1
160,160,timestamp_inferred,1788012958165073.500,296991.753909,80,81,-3.790733,1
161,161,camera_timecode_anchor,1788012958198504.000,296995.962706,81,81,-0.310787,1
162,162,timestamp_inferred,1788012958231930.500,297000.129872,81,82,-0.310787,1
163,163,camera_timecode_anchor,1788012958265357.000,297004.297039,82,82,2.475324,0
164,164,timestamp_inferred,1788012958298783.000,297008.353947,82,83,2.475324,0
165,165,camera_timecode_anchor,1788012958332209.000,297012.410855,83,83,3.423795,1
166,166,timestamp_inferred,1788012958365637.000,297016.494766,83,84,3.423795,1
167,167,camera_timecode_anchor,1788012958399065.000,297020.578677,84,84,-3.511026,1
168,168,timestamp_inferred,1788012958432493.500,297024.605837,84,85,-3.511026,1
169,169,camera_timecode_anchor,1788012958465922.000,297028.632998,85,85,-3.058352,0
170,170,timestamp_inferred,1788012958499350.000,297033.033946,85,86,-3.058352,0
171,171,camera_timecode_anchor,1788012958532778.000,297037.434894,86,86,3.624118,1
172,172,timestamp_inferred,1788012958566203.500,297041.565170,86,87,3.624118,1
173,173,camera_timecode_anchor,1788012958599629.000,297045.695447,87,87,-2.537945,1
174,174,timestamp_inferred,1788012958633058.250,297048.496756,87,88,-2.537945,1
175,175,timestamp_inferred,1788012958666487.750,297051.298066,87,88,0.828126,1
176,176,camera_timecode_anchor,1788012958699917.000,297054.099375,88,88,0.828126,1
177,177,timestamp_inferred,1788012958733347.000,297058.188272,88,89,0.828126,1
178,178,camera_timecode_anchor,1788012958766777.000,297062.277169,89,89,2.309739,1
179,179,timestamp_inferred,1788012958800203.000,297066.327904,89,90,2.309739,1
180,180,camera_timecode_anchor,1788012958833629.000,297070.378639,90,90,3.155322,1
181,181,timestamp_inferred,1788012958867055.000,297074.453341,90,91,3.155322,1
182,182,camera_timecode_anchor,1788012958900481.000,297078.528043,91,91,-3.932972,1
183,183,timestamp_inferred,1788012958933911.000,297082.582723,91,92,-3.932972,1
184,184,camera_timecode_anchor,1788012958967341.000,297086.637404,92,92,-3.021637,0
185,185,timestamp_inferred,1788012959000767.000,297090.609920,92,93,-3.021637,0
186,186,camera_timecode_anchor,1788012959034193.000,297094.582436,93,93,-3.479704,1
187,187,timestamp_inferred,1788012959067617.500,297098.643610,93,94,-3.479704,1
188,188,camera_timecode_anchor,1788012959101042.000,297102.704785,94,94,-2.460129,1
189,189,camera_timecode_anchor,1788012959134475.000,297110.858560,95,95,-1.178668,1
190,190,timestamp_inferred,1788012959167899.500,297114.679251,95,96,-1.178668,1
191,191,camera_timecode_anchor,1788012959201324.000,297118.499942,96,96,-4.167152,1
192,192,timestamp_inferred,1788012959234751.750,297121.152651,96,97,-4.167152,1
193,193,timestamp_inferred,1788012959268179.250,297123.805361,96,97,-4.516076,0
194,194,camera_timecode_anchor,1788012959301607.000,297126.458071,97,97,-4.516076,0
195,195,timestamp_inferred,1788012959335037.000,297130.542662,97,98,-4.516076,0
196,196,camera_timecode_anchor,1788012959368467.000,297134.627252,98,98,-3.106230,1
197,197,timestamp_inferred,1788012959401893.000,297138.788927,98,99,-3.106230,1
198,198,camera_timecode_anchor,1788012959435319.000,297142.950601,99,99,-0.411655,0
199,199,timestamp_inferred,1788012959468747.500,297146.918147,99,100,-0.411655,0
200,200,camera_timecode_anchor,1788012959502176.000,297150.885693,100,100,-0.952560,0
201,201,timestamp_inferred,1788012959535603.500,297154.954562,100,101,-0.952560,0
202,202,camera_timecode_anchor,1788012959569031.000,297159.023431,101,101,0.195260,1
203,203,timestamp_inferred,1788012959602460.500,297163.091338,101,102,0.195260,1
204,204,camera_timecode_anchor,1788012959635890.000,297167.159245,102,102,1.327043,1
205,205,timestamp_inferred,1788012959669319.000,297171.051475,102,103,1.327043,1
206,206,camera_timecode_anchor,1788012959702748.000,297174.943705,103,103,-0.469127,1
207,207,timestamp_inferred,1788012959736177.500,297178.792319,103,104,-0.469127,1
208,208,camera_timecode_anchor,1788012959769607.000,297182.640933,104,104,-2.992228,1
209,209,timestamp_inferred,1788012959803034.000,297186.616366,104,105,-2.992228,1
210,210,camera_timecode_anchor,1788012959836461.000,297190.591800,105,105,-3.401668,1
211,211,timestamp_inferred,1788012959869886.500,297194.593905,105,106,-3.401668,1
212,212,camera_timecode_anchor,1788012959903312.000,297198.596010,106,106,-3.366583,1
213,213,timestamp_inferred,1788012959936738.000,297202.523359,106,107,-3.366583,1
214,214,camera_timecode_anchor,1788012959970164.000,297206.450709,107,107,-4.577429,1
215,215,timestamp_inferred,1788012960003589.000,297210.719874,107,108,-4.577429,1
216,216,camera_timecode_anchor,1788012960037014.000,297214.989040,108,108,-0.091334,1
217,217,camera_timecode_anchor,1788012960070444.000,297222.940974,109,109,-0.491880,0
218,218,timestamp_inferred,1788012960103871.750,297225.740706,109,110,-0.491880,0
219,219,timestamp_inferred,1788012960137299.250,297228.540437,109,110,2.834732,1
220,220,camera_timecode_anchor,1788012960170727.000,297231.340168,110,110,2.834732,1
221,221,timestamp_inferred,1788012960204156.500,297235.261671,110,111,2.834732,1
222,222,camera_timecode_anchor,1788012960237586.000,297239.183173,111,111,1.526445,0
223,223,camera_timecode_anchor,1788012960271015.000,297246.966700,112,112,-0.277497,1
224,224,timestamp_inferred,1788012960304445.000,297250.796898,112,113,-0.277497,1
225,225,camera_timecode_anchor,1788012960337875.000,297254.627096,113,113,-3.107531,1
226,226,timestamp_inferred,1788012960371308.000,297258.604472,113,114,-3.107531,1
227,227,camera_timecode_anchor,1788012960404741.000,297262.581847,114,114,-3.484606,1
228,228,timestamp_inferred,1788012960438170.500,297266.604682,114,115,-3.484606,1
229,229,camera_timecode_anchor,1788012960471600.000,297270.627517,115,115,-3.104021,1
230,230,timestamp_inferred,1788012960505030.000,297273.313134,115,116,-3.104021,1
231,231,timestamp_inferred,1788012960538460.000,297275.998750,115,116,-2.630287,1
232,232,camera_timecode_anchor,1788012960571890.000,297278.684366,116,116,-2.630287,1
233,233,camera_timecode_anchor,1788012960605318.000,297286.853255,117,117,-1.222875,0
234,234,timestamp_inferred,1788012960638745.000,297289.506234,117,118,-1.222875,0
235,235,timestamp_inferred,1788012960672172.000,297292.159213,117,118,-1.565068,1
236,236,camera_timecode_anchor,1788012960705599.000,297294.812192,118,118,-1.565068,1
237,237,timestamp_inferred,1788012960739029.500,297298.923012,118,119,-1.565068,1
238,238,camera_timecode_anchor,1788012960772460.000,297303.033831,119,119,0.281927,0
239,239,timestamp_inferred,1788012960805890.000,297306.975288,119,120,0.281927,0
240,240,camera_timecode_anchor,1788012960839320.000,297310.916745,120,120,-0.693793,1
241,241,timestamp_inferred,1788012960872748.500,297315.002962,120,121,-0.693793,1
242,242,camera_timecode_anchor,1788012960906177.000,297319.089180,121,121,0.743168,1
243,243,timestamp_inferred,1788012960939603.000,297323.033542,121,122,0.743168,1
244,244,camera_timecode_anchor,1788012960973029.000,297326.977904,122,122,-0.184131,1
245,245,timestamp_inferred,1788012961006460.000,297331.137655,122,123,-0.184131,1
246,246,camera_timecode_anchor,1788012961039891.000,297335.297406,123,123,2.478381,1
247,247,timestamp_inferred,1788012961073315.500,297339.306119,123,124,2.478381,1
248,248,camera_timecode_anchor,1788012961106740.000,297343.314832,124,124,2.623598,1
249,249,timestamp_inferred,1788012961140167.000,297347.368207,124,125,2.623598,1
250,250,camera_timecode_anchor,1788012961173594.000,297351.421581,125,125,3.513179,1
251,251,timestamp_inferred,1788012961207023.000,297355.546488,125,126,3.513179,1
252,252,camera_timecode_anchor,1788012961240452.000,297359.671395,126,126,-2.738374,0
253,253,timestamp_inferred,1788012961273878.000,297363.738928,126,127,-2.738374,0
254,254,camera_timecode_anchor,1788012961307304.000,297367.806460,127,127,-1.612830,1
255,255,timestamp_inferred,1788012961340734.000,297371.960881,127,128,-1.612830,1
256,256,camera_timecode_anchor,1788012961374164.000,297376.115302,128,128,0.960853,1
257,257,timestamp_inferred,1788012961407597.500,297379.928551,128,129,0.960853,1
258,258,camera_timecode_anchor,1788012961441031.000,297383.741800,129,129,-2.151664,1
259,259,timestamp_inferred,1788012961474459.500,297388.009968,129,130,-2.151664,1
260,260,camera_timecode_anchor,1788012961507888.000,297392.278136,130,130,2.317799,1
261,261,timestamp_inferred,1788012961541318.000,297396.479576,130,131,2.317799,1
262,262,camera_timecode_anchor,1788012961574748.000,297400.681015,131,131,-2.658206,0
263,263,timestamp_inferred,1788012961608178.500,297404.858244,131,132,-2.658206,0
264,264,camera_timecode_anchor,1788012961641609.000,297409.035473,132,132,0.295608,1
265,265,timestamp_inferred,1788012961675038.000,297413.161167,132,133,0.295608,1
266,266,camera_timecode_anchor,1788012961708467.000,297417.286861,133,133,2.390510,1
267,267,timestamp_inferred,1788012961741897.000,297421.408850,133,134,2.390510,1
268,268,camera_timecode_anchor,1788012961775327.000,297425.530839,134,134,-3.909671,1
269,269,timestamp_inferred,1788012961808753.000,297429.613431,134,135,-3.909671,1
270,270,camera_timecode_anchor,1788012961842179.000,297433.696022,135,135,-2.533154,1
271,271,timestamp_inferred,1788012961875608.000,297438.191324,135,136,-2.533154,1
272,272,camera_timecode_anchor,1788012961909037.000,297442.686626,136,136,-2.611449,1
273,273,timestamp_inferred,1788012961942463.500,297446.845950,136,137,-2.611449,1
274,274,camera_timecode_anchor,1788012961975890.000,297451.005274,137,137,0.043947,1
275,275,timestamp_inferred,1788012962009320.500,297455.038516,137,138,0.043947,1
276,276,camera_timecode_anchor,1788012962042751.000,297459.071757,138,138,0.597979,1
277,277,timestamp_inferred,1788012962076174.500,297463.031941,138,139,0.597979,1
278,278,camera_timecode_anchor,1788012962109598.000,297466.992125,139,139,-0.065625,1
279,279,timestamp_inferred,1788012962143028.000,297469.785051,139,140,-0.065625,1
280,280,timestamp_inferred,1788012962176458.000,297472.577978,139,140,3.090869,0
281,281,camera_timecode_anchor,1788012962209888.000,297475.370904,140,140,3.090869,0
282,282,timestamp_inferred,1788012962243314.500,297479.669231,140,141,3.090869,0
283,283,camera_timecode_anchor,1788012962276741.000,297483.967558,141,141,-0.270352,1
284,284,timestamp_inferred,1788012962310171.000,297488.148653,141,142,-0.270352,1
285,285,camera_timecode_anchor,1788012962343601.000,297492.329748,142,142,2.747903,1
286,286,timestamp_inferred,1788012962377025.500,297496.470714,142,143,2.747903,1
287,287,camera_timecode_anchor,1788012962410450.000,297500.611680,143,143,-3.235996,1
288,288,timestamp_inferred,1788012962443877.000,297504.669139,143,144,-3.235996,1
289,289,camera_timecode_anchor,1788012962477304.000,297508.726597,144,144,-2.278359,0
290,290,timestamp_inferred,1788012962510734.500,297512.745586,144,145,-2.278359,0
291,291,camera_timecode_anchor,1788012962544165.000,297516.764575,145,145,-1.961878,1
292,292,timestamp_inferred,1788012962577593.000,297520.849077,145,146,-1.961878,1
293,293,camera_timecode_anchor,1788012962611021.000,297524.933579,146,146,-0.553505,0
294,294,timestamp_inferred,1788012962644447.500,297528.888666,146,147,-0.553505,0
295,295,camera_timecode_anchor,1788012962677874.000,297532.843753,147,147,-1.302055,1
296,296,timestamp_inferred,1788012962711303.500,297536.853657,147,148,-1.302055,1
297,297,camera_timecode_anchor,1788012962744733.000,297540.863560,148,148,-1.136997,0
298,298,timestamp_inferred,1788012962778159.000,297544.914888,148,149,-1.136997,0
299,299,camera_timecode_anchor,1788012962811585.000,297548.966215,149,149,-0.281540,1
300,300,timestamp_inferred,1788012962845012.000,297552.982728,149,150,-0.281540,1
301,301,camera_timecode_anchor,1788012962878439.000,297556.999240,150,150,-0.006335,1
302,302,timestamp_inferred,1788012962911868.500,297561.212123,150,151,-0.006335,1
303,303,camera_timecode_anchor,1788012962945298.000,297565.425006,151,151,3.541713,1
304,304,timestamp_inferred,1788012962978722.500,297569.449272,151,152,3.541713,1
305,305,camera_timecode_anchor,1788012963012147.000,297573.473538,152,152,3.946151,1
306,306,timestamp_inferred,1788012963045577.500,297577.530672,152,153,3.946151,1
307,307,camera_timecode_anchor,1788012963079008.000,297581.587805,153,153,-3.434955,1
308,308,timestamp_inferred,1788012963112434.500,297585.583189,153,154,-3.434955,1
309,309,camera_timecode_anchor,1788012963145861.000,297589.578572,154,154,-3.511901,0
310,310,timestamp_inferred,1788012963179289.500,297593.654599,154,155,-3.511901,0
311,311,camera_timecode_anchor,1788012963212718.000,297597.730626,155,155,-2.244785,1
312,312,timestamp_inferred,1788012963246143.500,297601.768560,155,156,-2.244785,1
313,313,camera_timecode_anchor,1788012963279569.000,297605.806494,156,156,-1.612550,1
314,314,timestamp_inferred,1788012963312996.500,297609.886264,156,157,-1.612550,1
315,315,camera_timecode_anchor,1788012963346424.000,297613.966033,157,157,-0.283055,1
316,316,timestamp_inferred,1788012963379852.000,297618.060634,157,158,-0.283055,1
317,317,camera_timecode_anchor,1788012963413280.000,297622.155236,158,158,1.293630,1
318,318,timestamp_inferred,1788012963446703.500,297626.313186,158,159,1.293630,1
319,319,camera_timecode_anchor,1788012963480127.000,297630.471136,159,159,3.926136,0
320,320,timestamp_inferred,1788012963513552.500,297634.730232,159,160,3.926136,0
321,321,camera_timecode_anchor,1788012963546978.000,297638.989328,160,160,-0.088930,1
322,322,timestamp_inferred,1788012963580403.000,297643.125690,160,161,-0.088930,1
323,323,camera_timecode_anchor,1788012963613828.000,297647.262051,161,161,2.183758,1
324,324,timestamp_inferred,1788012963647253.000,297650.112293,161,162,2.183758,1
325,325,timestamp_inferred,1788012963680678.000,297652.962536,161,162,-1.560179,0
326,326,camera_timecode_anchor,1788012963714103.000,297655.812779,162,162,-1.560179,0
327,327,timestamp_inferred,1788012963747529.500,297659.977069,162,163,-1.560179,0
328,328,camera_timecode_anchor,1788012963780956.000,297664.141359,163,163,1.177994,1
329,329,timestamp_inferred,1788012963814378.000,297668.310219,163,164,1.177994,1
330,330,camera_timecode_anchor,1788012963847800.000,297672.479079,164,164,3.992322,0
331,331,timestamp_inferred,1788012963881222.000,297676.943504,164,165,3.992322,0
332,332,camera_timecode_anchor,1788012963914644.000,297681.407930,165,165,3.399414,1
333,333,timestamp_inferred,1788012963948070.500,297685.497489,165,166,3.399414,1
334,334,camera_timecode_anchor,1788012963981497.000,297689.587049,166,166,-3.441260,1
335,335,timestamp_inferred,1788012964014923.500,297693.612127,166,167,-3.441260,1
336,336,camera_timecode_anchor,1788012964048350.000,297697.637205,167,167,-3.023291,1
337,337,timestamp_inferred,1788012964081775.000,297701.758227,167,168,-3.023291,1
338,338,camera_timecode_anchor,1788012964115200.000,297705.879249,168,168,-1.006260,1
339,339,timestamp_inferred,1788012964148625.500,297710.168815,168,169,-1.006260,1
