output_frame,source_rgb_frame,mapping_kind,derived_color_device_timestamp_us,cmm_fractional_frame_counter,lower_camera_timecode_id,upper_camera_timecode_id,nearest_anchor_alignment_error_ms,camera_glove_valid
691,691,camera_timecode_anchor,1788012793862000.000,277275.223702,341,341,1.864186,1
692,692,timestamp_inferred,1788012793895425.500,277279.255135,341,342,1.864186,1
693,693,camera_timecode_anchor,1788012793928851.000,277283.286568,342,342,2.388065,0
694,694,timestamp_inferred,1788012793962277.500,277287.162177,342,343,2.388065,0
695,695,camera_timecode_anchor,1788012793995704.000,277291.037787,343,343,0.314888,1
696,696,timestamp_inferred,1788012794029129.500,277294.765949,343,344,0.314888,1
697,697,camera_timecode_anchor,1788012794062555.000,277298.494111,344,344,-4.215743,1
698,698,timestamp_inferred,1788012794095980.500,277302.650975,344,345,-4.215743,1
699,699,camera_timecode_anchor,1788012794129406.000,277306.807840,345,345,-1.601337,1
700,700,timestamp_inferred,1788012794162832.000,277310.908235,345,346,-1.601337,1
701,701,camera_timecode_anchor,1788012794196258.000,277315.008630,346,346,0.071915,1
702,702,timestamp_inferred,1788012794229689.000,277319.137352,346,347,0.071915,1
703,703,camera_timecode_anchor,1788012794263120.000,277323.266074,347,347,2.217283,1
704,704,timestamp_inferred,1788012794296545.000,277327.595282,347,348,2.217283,1
705,705,camera_timecode_anchor,1788012794329970.000,277331.924490,348,348,-0.629246,1
706,706,timestamp_inferred,1788012794363396.500,277336.043300,348,349,-0.629246,1
707,707,camera_timecode_anchor,1788012794396823.000,277340.162110,349,349,1.350920,1
708,708,timestamp_inferred,1788012794430253.000,277344.224733,349,350,1.350920,1
709,709,camera_timecode_anchor,1788012794463683.000,277348.287355,350,350,2.394626,1
710,710,timestamp_inferred,1788012794497108.000,277352.360465,350,351,2.394626,1
711,711,camera_timecode_anchor,1788012794530533.000,277356.433575,351,351,3.613126,1
712,712,timestamp_inferred,1788012794563962.500,277360.518703,351,352,3.613126,1
713,713,camera_timecode_anchor,1788012794597392.000,277364.603832,352,352,-3.301402,1
714,714,timestamp_inferred,1788012794630822.000,277367.450508,352,353,-3.301402,1
715,715,timestamp_inferred,1788012794664252.000,277370.297184,352,353,1.198838,1
716,716,camera_timecode_anchor,1788012794697682.000,277373.143861,353,353,1.198838,1
717,717,camera_timecode_anchor,1788012794731111.000,277381.286584,354,354,2.388202,0
718,718,timestamp_inferred,1788012794764540.500,277385.348198,354,355,2.388202,0
719,719,camera_timecode_anchor,1788012794797970.000,277389.409811,355,355,3.415090,1
720,720,timestamp_inferred,1788012794831399.750,277392.080599,355,356,3.415090,1
721,721,timestamp_inferred,1788012794864829.250,277394.751387,355,356,3.518128,1
722,722,camera_timecode_anchor,1788012794898259.000,277397.422175,356,356,3.518128,1
723,723,timestamp_inferred,1788012794931686.000,277401.700593,356,357,3.518128,1
724,724,camera_timecode_anchor,1788012794965113.000,277405.979011,357,357,-0.174906,1
725,725,timestamp_inferred,1788012794998541.500,277410.015518,357,358,-0.174906,1
726,726,camera_timecode_anchor,1788012795031970.000,277414.052024,358,358,0.433536,1
727,727,timestamp_inferred,1788012795065404.000,277418.100825,358,359,0.433536,1
728,728,camera_timecode_anchor,1788012795098838.000,277422.149625,359,359,1.246874,1
729,729,timestamp_inferred,1788012795132268.000,277426.224633,359,360,1.246874,1
730,730,camera_timecode_anchor,1788012795165698.000,277430.299640,360,360,2.497002,1
731,731,timestamp_inferred,1788012795199126.000,277434.416712,360,361,2.497002,1
732,732,camera_timecode_anchor,1788012795232554.000,277438.533784,361,361,-3.885134,1
733,733,timestamp_inferred,1788012795265984.000,277442.499526,361,362,-3.885134,1
734,734,camera_timecode_anchor,1788012795299414.000,277446.465269,362,362,-4.456092,1
735,735,timestamp_inferred,1788012795332847.500,277450.570453,362,363,-4.456092,1
736,736,camera_timecode_anchor,1788012795366281.000,277454.675637,363,363,-2.703027,1
737,737,timestamp_inferred,1788012795399710.500,277458.740362,363,364,-2.703027,1
738,738,camera_timecode_anchor,1788012795433140.000,277462.805087,364,364,-1.624278,1
739,739,timestamp_inferred,1788012795466569.000,277466.880438,364,365,-1.624278,1
740,740,camera_timecode_anchor,1788012795499998.000,277470.955789,365,365,-0.368423,1
741,741,timestamp_inferred,1788012795533429.500,277475.147936,365,366,-0.368423,1
742,742,camera_timecode_anchor,1788012795566861.000,277479.340082,366,366,2.834017,1
743,743,timestamp_inferred,1788012795600290.000,277483.367770,366,367,2.834017,1
744,744,camera_timecode_anchor,1788012795633719.000,277487.395458,367,367,3.295483,1
745,745,timestamp_inferred,1788012795667148.500,277491.490924,367,368,3.295483,1
746,746,camera_timecode_anchor,1788012795700578.000,277495.586390,368,368,-3.446749,1
747,747,timestamp_inferred,1788012795734004.000,277499.642670,368,369,-3.446749,1
748,748,camera_timecode_anchor,1788012795767430.000,277503.698951,369,369,-2.508745,1
749,749,timestamp_inferred,1788012795800859.500,277507.520621,369,370,-2.508745,1
750,750,camera_timecode_anchor,1788012795834289.000,277511.342292,370,370,2.852430,1
751,751,timestamp_inferred,1788012795867714.500,277515.402051,370,371,2.852430,1
752,752,camera_timecode_anchor,1788012795901140.000,277519.461810,371,371,3.848419,1
753,753,timestamp_inferred,1788012795934571.000,277523.523480,371,372,3.848419,1
754,754,camera_timecode_anchor,1788012795968002.000,277527.585149,372,372,-3.457091,1
755,755,timestamp_inferred,1788012796001430.500,277531.785600,372,373,-3.457091,1
756,756,camera_timecode_anchor,1788012796034859.000,277535.986051,373,373,-0.116240,0
757,757,timestamp_inferred,1788012796068285.500,277540.044965,373,374,-0.116240,0
758,758,camera_timecode_anchor,1788012796101712.000,277544.103878,374,374,0.865651,1
759,759,timestamp_inferred,1788012796135144.500,277548.154170,374,375,0.865651,1
760,760,camera_timecode_anchor,1788012796168577.000,277552.204462,375,375,1.703847,1
761,761,timestamp_inferred,1788012796202006.500,277556.334822,375,376,1.703847,1
762,762,camera_timecode_anchor,1788012796235436.000,277560.465182,376,376,3.876514,1
763,763,timestamp_inferred,1788012796268863.000,277564.362983,376,377,3.876514,1
764,764,camera_timecode_anchor,1788012796302290.000,277568.260785,377,377,2.173210,1
765,765,timestamp_inferred,1788012796335720.000,277572.152951,377,378,2.173210,1
766,766,camera_timecode_anchor,1788012796369150.000,277576.045117,378,378,0.375971,0
767,767,timestamp_inferred,1788012796402578.000,277580.070555,378,379,0.375971,0
768,768,camera_timecode_anchor,1788012796436006.000,277584.095994,379,379,0.799946,1
769,769,timestamp_inferred,1788012796469436.000,277588.131907,379,380,0.799946,1
770,770,camera_timecode_anchor,1788012796502866.000,277592.167820,380,380,1.398496,1
771,771,timestamp_inferred,1788012796536297.000,277596.288909,380,381,1.398496,1
772,772,camera_timecode_anchor,1788012796569728.000,277600.409999,381,381,3.416656,1
773,773,timestamp_inferred,1788012796603156.000,277604.433703,381,382,3.416656,1
774,774,camera_timecode_anchor,1788012796636584.000,277608.457407,382,382,3.811724,1
775,775,timestamp_inferred,1788012796670015.000,277612.722835,382,383,3.811724,1
776,776,camera_timecode_anchor,1788012796703446.000,277616.988262,383,383,-0.097813,0
777,777,timestamp_inferred,1788012796736873.500,277621.053024,383,384,-0.097813,0
778,778,camera_timecode_anchor,1788012796770301.000,277625.117786,384,384,0.981551,1
779,779,timestamp_inferred,1788012796803735.500,277629.035384,384,385,0.981551,1
780,780,camera_timecode_anchor,1788012796837170.000,277632.952981,385,385,-0.391825,1
781,781,timestamp_inferred,1788012796870601.000,277636.730005,385,386,-0.391825,1
782,782,camera_timecode_anchor,1788012796904032.000,277640.507028,386,386,-4.108099,1
783,783,timestamp_inferred,1788012796937456.500,277644.513871,386,387,-4.108099,1
784,784,camera_timecode_anchor,1788012796970881.000,277648.520714,387,387,-3.994047,1
785,785,timestamp_inferred,1788012797004314.000,277652.571005,387,388,-3.994047,1
786,786,camera_timecode_anchor,1788012797037747.000,277656.621296,388,388,-3.155864,0
787,787,timestamp_inferred,1788012797071173.500,277660.928377,388,389,-3.155864,0
788,788,camera_timecode_anchor,1788012797104600.000,277665.235458,389,389,1.962147,1
789,789,timestamp_inferred,1788012797138030.500,277669.269954,389,390,1.962147,1
790,790,camera_timecode_anchor,1788012797171461.000,277673.304451,390,390,2.537094,1
791,791,timestamp_inferred,1788012797204889.000,277677.521442,390,391,2.537094,1
792,792,camera_timecode_anchor,1788012797238317.000,277681.738432,391,391,-2.179734,1
793,793,timestamp_inferred,1788012797271747.000,277684.464966,391,392,-2.179734,1
794,794,timestamp_inferred,1788012797305177.000,277687.191500,391,392,-0.683054,1
795,795,camera_timecode_anchor,1788012797338607.000,277689.918034,392,392,-0.683054,1
796,796,camera_timecode_anchor,1788012797372038.000,277697.730174,393,393,-2.248550,1
797,797,timestamp_inferred,1788012797405467.250,277701.148992,393,394,-2.248550,1
798,798,timestamp_inferred,1788012797438896.750,277704.567810,393,394,-0.111430,1
799,799,camera_timecode_anchor,1788012797472326.000,277707.986628,394,394,-0.111430,1
800,800,timestamp_inferred,1788012797505752.000,277712.088122,394,395,-0.111430,1
801,801,camera_timecode_anchor,1788012797539178.000,277716.189615,395,395,1.580128,0
802,802,timestamp_inferred,1788012797572604.500,277720.188472,395,396,1.580128,0
803,803,camera_timecode_anchor,1788012797606031.000,277724.187329,396,396,1.561071,1
804,804,timestamp_inferred,1788012797639460.500,277728.244239,396,397,1.561071,1
805,805,camera_timecode_anchor,1788012797672890.000,277732.301150,397,397,2.509581,0
806,806,timestamp_inferred,1788012797706314.500,277736.336253,397,398,2.509581,0
807,807,camera_timecode_anchor,1788012797739739.000,277740.371356,398,398,3.094631,1
808,808,timestamp_inferred,1788012797773170.500,277744.395376,398,399,3.094631,1
809,809,camera_timecode_anchor,1788012797806602.000,277748.419396,399,399,3.494970,1
810,810,timestamp_inferred,1788012797840027.500,277752.465331,399,400,3.494970,1
811,811,camera_timecode_anchor,1788012797873453.000,277756.511266,400,400,4.260550,1
812,812,timestamp_inferred,1788012797906878.000,277760.505726,400,401,4.260550,1
813,813,camera_timecode_anchor,1788012797940303.000,277764.500187,401,401,-4.165112,1
814,814,timestamp_inferred,1788012797973729.000,277768.570957,401,402,-4.165112,1
815,815,camera_timecode_anchor,1788012798007155.000,277772.641727,402,402,-2.985611,1
816,816,timestamp_inferred,1788012798040577.500,277776.598042,402,403,-2.985611,1
817,817,camera_timecode_anchor,1788012798074000.000,277780.554358,403,403,-3.713683,1
818,818,timestamp_inferred,1788012798107426.000,277784.620005,403,404,-3.713683,1
819,819,camera_timecode_anchor,1788012798140852.000,277788.685651,404,404,-2.619575,0
820,820,timestamp_inferred,1788012798174278.500,277792.670116,404,405,-2.619575,0
821,821,camera_timecode_anchor,1788012798207705.000,277796.654581,405,405,-2.878494,1
822,822,timestamp_inferred,1788012798241127.000,277800.671223,405,406,-2.878494,1
823,823,camera_timecode_anchor,1788012798274549.000,277804.687864,406,406,-2.601131,1
824,824,timestamp_inferred,1788012798307974.000,277808.689451,406,407,-2.601131,1
825,825,camera_timecode_anchor,1788012798341399.000,277812.691037,407,407,-2.574688,1
826,826,timestamp_inferred,1788012798374826.000,277816.765724,407,408,-2.574688,1
827,827,camera_timecode_anchor,1788012798408253.000,277820.840410,408,408,-1.329914,1
828,828,timestamp_inferred,1788012798441679.000,277824.907122,408,409,-1.329914,1
829,829,camera_timecode_anchor,1788012798475105.000,277828.973834,409,409,-0.218049,0
830,830,timestamp_inferred,1788012798508530.500,277833.056124,409,410,-0.218049,0
831,831,camera_timecode_anchor,1788012798541956.000,277837.138413,410,410,1.153441,1
832,832,timestamp_inferred,1788012798575381.500,277841.248132,410,411,1.153441,1
833,833,camera_timecode_anchor,1788012798608807.000,277845.357852,411,411,2.982096,0
834,834,timestamp_inferred,1788012798642233.500,277849.451688,411,412,2.982096,0
835,835,camera_timecode_anchor,1788012798675660.000,277853.545524,412,412,-3.787298,1
836,836,timestamp_inferred,1788012798709085.500,277857.415830,412,413,-3.787298,1
837,837,camera_timecode_anchor,1788012798742511.000,277861.286136,413,413,2.384465,1
838,838,timestamp_inferred,1788012798775938.000,277865.289518,413,414,2.384465,1
839,839,camera_timecode_anchor,1788012798809365.000,277869.292900,414,414,2.440837,1
840,840,timestamp_inferred,1788012798842793.000,277873.295041,414,415,2.440837,1
841,841,camera_timecode_anchor,1788012798876221.000,277877.297182,415,415,2.476515,1
842,842,timestamp_inferred,1788012798909647.000,277881.366043,415,416,2.476515,1
843,843,camera_timecode_anchor,1788012798943073.000,277885.434904,416,416,3.624200,0
844,844,timestamp_inferred,1788012798976500.500,277889.518940,416,417,3.624200,0
845,845,camera_timecode_anchor,1788012799009928.000,277893.602977,417,417,-3.308529,1
846,846,timestamp_inferred,1788012799043353.000,277897.635910,417,418,-3.308529,1
847,847,camera_timecode_anchor,1788012799076778.000,277901.668844,418,418,-2.759634,1
848,848,timestamp_inferred,1788012799110202.500,277905.642273,418,419,-2.759634,1
849,849,camera_timecode_anchor,1788012799143627.000,277909.615703,419,419,-3.202475,1
850,850,timestamp_inferred,1788012799177050.500,277913.600361,419,420,-3.202475,1
851,851,camera_timecode_anchor,1788012799210474.000,277917.585019,420,420,-3.458176,1
852,852,timestamp_inferred,1788012799243899.500,277921.413250,420,421,-3.458176,1
853,853,camera_timecode_anchor,1788012799277325.000,277925.241481,421,421,2.012345,0
854,854,timestamp_inferred,1788012799310751.500,277929.236769,421,422,2.012345,0
855,855,camera_timecode_anchor,1788012799344178.000,277933.232056,422,422,1.933798,1
856,856,timestamp_inferred,1788012799377603.500,277937.307432,422,423,1.933798,1
857,857,camera_timecode_anchor,1788012799411029.000,277941.382809,423,423,3.190074,0
858,858,timestamp_inferred,1788012799444452.000,277945.399934,423,424,3.190074,0
859,859,camera_timecode_anchor,1788012799477875.000,277949.417060,424,424,3.475498,1
860,860,timestamp_inferred,1788012799511300.000,277953.425436,424,425,3.475498,1
861,861,camera_timecode_anchor,1788012799544725.000,277957.433812,425,425,3.615096,1
862,862,timestamp_inferred,1788012799578152.500,277961.526762,425,426,3.615096,1
863,863,camera_timecode_anchor,1788012799611580.000,277965.619713,426,426,-3.169058,0
864,864,timestamp_inferred,1788012799645004.500,277969.617073,426,427,-3.169058,0
865,865,camera_timecode_anchor,1788012799678429.000,277973.614434,427,427,-3.213054,1
866,866,timestamp_inferred,1788012799711855.000,277977.625874,427,428,-3.213054,1
867,867,camera_timecode_anchor,1788012799745281.000,277981.637315,428,428,-3.022375,1
868,868,timestamp_inferred,1788012799778708.000,277985.712493,428,429,-3.022375,1
869,869,camera_timecode_anchor,1788012799812135.000,277989.787672,429,429,-1.769404,1
870,870,timestamp_inferred,1788012799845561.000,277993.717260,429,430,-1.769404,1
871,871,camera_timecode_anchor,1788012799878987.000,277997.646849,430,430,-2.942924,1
872,872,timestamp_inferred,1788012799912411.000,278001.624075,430,431,-2.942924,1
873,873,camera_timecode_anchor,1788012799945835.000,278005.601302,431,431,-3.322485,1
874,874,timestamp_inferred,1788012799979261.500,278009.629490,431,432,-3.322485,1
875,875,camera_timecode_anchor,1788012800012688.000,278013.657677,432,432,-2.852689,1
876,876,timestamp_inferred,1788012800046110.000,278017.639508,432,433,-2.852689,1
877,877,camera_timecode_anchor,1788012800079532.000,278021.621338,433,433,-3.155515,0
878,878,timestamp_inferred,1788012800112958.500,278025.606526,433,434,-3.155515,0
879,879,camera_timecode_anchor,1788012800146385.000,278029.591714,434,434,-3.402380,1
880,880,timestamp_inferred,1788012800179812.500,278033.643597,434,435,-3.402380,1
881,881,camera_timecode_anchor,1788012800213240.000,278037.695479,435,435,-2.537674,1
882,882,timestamp_inferred,1788012800246668.000,278041.701857,435,436,-2.537674,1
883,883,camera_timecode_anchor,1788012800280096.000,278045.708234,436,436,-2.431381,1
884,884,timestamp_inferred,1788012800313522.000,278049.797382,436,437,-2.431381,1
885,885,camera_timecode_anchor,1788012800346948.000,278053.886530,437,437,-0.945584,1
886,886,timestamp_inferred,1788012800380378.500,278057.861474,437,438,-0.945584,1
887,887,camera_timecode_anchor,1788012800413809.000,278061.836419,438,438,-1.363176,1
888,888,timestamp_inferred,1788012800447234.500,278065.963995,438,439,-1.363176,1
889,889,camera_timecode_anchor,1788012800480660.000,278070.091571,439,439,0.763092,1
890,890,timestamp_inferred,1788012800514085.000,278074.145466,439,440,0.763092,1
891,891,camera_timecode_anchor,1788012800547510.000,278078.199362,440,440,1.661348,0
892,892,timestamp_inferred,1788012800580940.500,278082.132144,440,441,1.661348,0
893,893,camera_timecode_anchor,1788012800614371.000,278086.064927,441,441,0.541056,1
894,894,timestamp_inferred,1788012800647796.000,278090.074014,441,442,0.541056,1
895,895,camera_timecode_anchor,1788012800681221.000,278094.083101,442,442,0.692508,1
896,896,timestamp_inferred,1788012800714650.500,278098.059521,442,443,0.692508,1
897,897,camera_timecode_anchor,1788012800748080.000,278102.035942,443,443,0.299516,1
898,898,timestamp_inferred,1788012800781507.500,278106.104036,443,444,0.299516,1
899,899,camera_timecode_anchor,1788012800814935.000,278110.172130,444,444,1.434414,1
900,900,timestamp_inferred,1788012800848364.500,278114.225197,444,445,1.434414,1
901,901,camera_timecode_anchor,1788012800881794.000,278118.278265,445,445,2.318872,1
902,902,timestamp_inferred,1788012800915222.500,278122.257585,445,446,2.318872,1
903,903,camera_timecode_anchor,1788012800948651.000,278126.236905,446,446,1.974212,0
904,904,timestamp_inferred,1788012800982079.000,278130.088045,446,447,1.974212,0
905,905,camera_timecode_anchor,1788012801015507.000,278133.939185,447,447,-0.506795,1
906,906,timestamp_inferred,1788012801048935.500,278137.921599,447,448,-0.506795,1
907,907,camera_timecode_anchor,1788012801082364.000,278141.904014,448,448,-0.799887,1
908,908,timestamp_inferred,1788012801115792.000,278145.933458,448,449,-0.799887,1
909,909,camera_timecode_anchor,1788012801149220.000,278149.962903,449,449,-0.309142,0
910,910,timestamp_inferred,1788012801182647.000,278154.030562,449,450,-0.309142,0
911,911,camera_timecode_anchor,1788012801216074.000,278158.098222,450,450,0.818516,1
912,912,timestamp_inferred,1788012801249508.000,278162.097266,450,451,0.818516,1
913,913,camera_timecode_anchor,1788012801282942.000,278166.096311,451,451,0.802592,1
914,914,timestamp_inferred,1788012801316371.000,278170.127128,451,452,0.802592,1
915,915,camera_timecode_anchor,1788012801349800.000,278174.157944,452,452,1.316200,0
916,916,timestamp_inferred,1788012801383226.500,278178.187989,452,453,1.316200,0
917,917,camera_timecode_anchor,1788012801416653.000,278182.218034,453,453,1.816953,1
918,918,timestamp_inferred,1788012801450082.500,278186.273801,453,454,1.816953,1
919,919,camera_timecode_anchor,1788012801483512.000,278190.329568,454,454,2.746398,1
920,920,timestamp_inferred,1788012801516937.500,278194.379315,454,455,2.746398,1
921,921,camera_timecode_anchor,1788012801550363.000,278198.429063,455,455,3.575523,0
922,922,timestamp_inferred,1788012801583792.500,278202.469950,455,456,3.575523,0
923,923,camera_timecode_anchor,1788012801617222.000,278206.510838,456,456,4.256982,1
924,924,timestamp_inferred,1788012801650648.500,278210.354831,456,457,4.256982,1
925,925,camera_timecode_anchor,1788012801684075.000,278214.198824,457,457,1.656869,1
926,926,timestamp_inferred,1788012801717503.500,278218.179191,457,458,1.656869,1
927,927,camera_timecode_anchor,1788012801750932.000,278222.159557,458,458,1.329641,1
928,928,timestamp_inferred,1788012801784362.500,278226.200342,458,459,1.329641,1
929,929,camera_timecode_anchor,1788012801817793.000,278230.241127,459,459,2.009390,1
930,930,timestamp_inferred,1788012801851219.000,278234.293359,459,460,2.009390,1
931,931,camera_timecode_anchor,1788012801884645.000,278238.345592,460,460,2.879930,0
932,932,timestamp_inferred,1788012801918070.500,278242.340181,460,461,2.879930,0
933,933,camera_timecode_anchor,1788012801951496.000,278246.334770,461,461,2.789746,1
934,934,timestamp_inferred,1788012801984925.500,278250.391523,461,462,2.789746,1
935,935,camera_timecode_anchor,1788012802018355.000,278254.448276,462,462,3.735636,1
936,936,timestamp_inferred,1788012802051782.000,278258.373004,462,463,3.735636,1
937,937,camera_timecode_anchor,1788012802085209.000,278262.297732,463,463,2.481096,1
938,938,timestamp_inferred,1788012802118637.500,278266.496546,463,464,2.481096,1
939,939,camera_timecode_anchor,1788012802152066.000,278270.695360,464,464,-2.538668,1
940,940,timestamp_inferred,1788012802185496.000,278274.519002,464,465,-2.538668,1
941,941,camera_timecode_anchor,1788012802218926.000,278278.342645,465,465,2.855376,0
942,942,timestamp_inferred,1788012802252356.500,278282.431552,465,466,2.855376,0
943,943,camera_timecode_anchor,1788012802285787.000,278286.520458,466,466,4.337150,0
944,944,timestamp_inferred,1788012802319215.000,278290.493014,466,467,4.337150,0
945,945,camera_timecode_anchor,1788012802352643.000,278294.465569,467,467,3.879742,1
946,946,timestamp_inferred,1788012802386073.000,278298.505799,467,468,3.879742,1
947,947,camera_timecode_anchor,1788012802419503.000,278302.546029,468,468,-3.783089,1
948,948,timestamp_inferred,1788012802452936.500,278306.554877,468,469,-3.783089,1
949,949,camera_timecode_anchor,1788012802486370.000,278310.563724,469,469,-3.635632,1
950,950,timestamp_inferred,1788012802519800.000,278314.540675,469,470,-3.635632,1
951,951,camera_timecode_anchor,1788012802553230.000,278318.517627,470,470,-4.019778,1
952,952,timestamp_inferred,1788012802586655.000,278322.490917,470,471,-4.019778,1
953,953,camera_timecode_anchor,1788012802620080.000,278326.464207,471,471,3.868394,1
954,954,timestamp_inferred,1788012802653510.500,278330.360092,471,472,3.868394,1
955,955,camera_timecode_anchor,1788012802686941.000,278334.255976,472,472,2.133133,1
956,956,timestamp_inferred,1788012802720374.500,278338.047381,472,473,2.133133,1
957,957,camera_timecode_anchor,1788012802753808.000,278341.838786,473,473,-1.343449,1
958,958,timestamp_inferred,1788012802787233.500,278345.836126,473,474,-1.343449,1
959,959,camera_timecode_anchor,1788012802820659.000,278349.833465,474,474,-1.387789,1
960,960,timestamp_inferred,1788012802854088.500,278353.875883,474,475,-1.387789,1
961,961,camera_timecode_anchor,1788012802887518.000,278357.918300,475,475,-0.680835,0
962,962,timestamp_inferred,1788012802920947.000,278362.413616,475,476,-0.680835,0
963,963,camera_timecode_anchor,1788012802954376.000,278366.908932,476,476,-0.758898,1
964,964,timestamp_inferred,1788012802987806.500,278370.924983,476,477,-0.758898,1
965,965,camera_timecode_anchor,1788012803021237.000,278374.941035,477,477,-0.491379,0
966,966,timestamp_inferred,1788012803054666.250,278377.959898,477,478,-0.491379,0
967,967,timestamp_inferred,1788012803088095.750,278380.978762,477,478,-0.019790,1
968,968,camera_timecode_anchor,1788012803121525.000,278383.997625,478,478,-0.019790,1
969,969,timestamp_inferred,1788012803154954.500,278388.062508,478,479,-0.019790,1
970,970,camera_timecode_anchor,1788012803188384.000,278392.127392,479,479,1.061596,1
971,971,camera_timecode_anchor,1788012803221806.000,278400.023359,480,480,0.194655,0
972,972,timestamp_inferred,1788012803255234.250,278402.655844,480,481,0.194655,0
973,973,timestamp_inferred,1788012803288662.750,278405.288329,480,481,-0.659882,1
974,974,camera_timecode_anchor,1788012803322091.000,278407.920814,481,481,-0.659882,1
975,975,timestamp_inferred,1788012803355516.500,278411.961069,481,482,-0.659882,1
976,976,camera_timecode_anchor,1788012803388942.000,278416.001323,482,482,0.011028,1
977,977,timestamp_inferred,1788012803422370.500,278419.970134,482,483,0.011028,1
978,978,camera_timecode_anchor,1788012803455799.000,278423.938945,483,483,-0.508795,0
979,979,camera_timecode_anchor,1788012803489222.000,278431.957701,484,484,-0.352493,1
980,980,timestamp_inferred,1788012803522647.000,278434.668700,484,485,-0.352493,1
981,981,timestamp_inferred,1788012803556072.000,278437.379699,484,485,0.755817,1
982,982,camera_timecode_anchor,1788012803589497.000,278440.090698,485,485,0.755817,1
983,983,camera_timecode_anchor,1788012803622925.000,278448.043574,486,486,0.363119,0
984,984,timestamp_inferred,1788012803656349.750,278450.746559,486,487,0.363119,0
985,985,timestamp_inferred,1788012803689774.250,278453.449543,486,487,1.271064,1
986,986,camera_timecode_anchor,1788012803723199.000,278456.152528,487,487,1.271064,1
987,987,timestamp_inferred,1788012803756629.500,278460.237321,487,488,1.271064,1
988,988,camera_timecode_anchor,1788012803790060.000,278464.322114,488,488,2.684286,1
989,989,timestamp_inferred,1788012803823485.500,278468.367267,488,489,2.684286,1
990,990,camera_timecode_anchor,1788012803856911.000,278472.412420,489,489,3.436831,1
991,991,timestamp_inferred,1788012803890337.500,278476.426285,489,490,3.436831,1
992,992,camera_timecode_anchor,1788012803923764.000,278480.440150,490,490,3.667914,1
993,993,timestamp_inferred,1788012803957189.500,278484.474695,490,491,3.667914,1
994,994,camera_timecode_anchor,1788012803990615.000,278488.509240,491,491,4.243669,0
995,995,timestamp_inferred,1788012804024041.000,278492.518342,491,492,4.243669,0
996,996,camera_timecode_anchor,1788012804057467.000,278496.527444,492,492,-3.937963,1
997,997,timestamp_inferred,1788012804090894.000,278500.595881,492,493,-3.937963,1
998,998,camera_timecode_anchor,1788012804124321.000,278504.664317,493,493,-2.797355,1
999,999,timestamp_inferred,1788012804157742.000,278508.722045,493,494,-2.797355,1
1000,1000,camera_timecode_anchor,1788012804191163.000,278512.779772,494,494,-1.835232,1
1001,1001,timestamp_inferred,1788012804224588.500,278516.795157,494,495,-1.835232,1
1002,1002,camera_timecode_anchor,1788012804258014.000,278520.810541,495,495,-1.578826,1
1003,1003,timestamp_inferred,1788012804291440.000,278524.872251,495,496,-1.578826,1
1004,1004,camera_timecode_anchor,1788012804324866.000,278528.933961,496,496,-0.550328,1
1005,1005,timestamp_inferred,1788012804358296.000,278532.997539,496,497,-0.550328,1
1006,1006,camera_timecode_anchor,1788012804391726.000,278537.061118,497,497,0.509319,1
1007,1007,timestamp_inferred,1788012804425148.000,278540.995178,497,498,0.509319,1
1008,1008,camera_timecode_anchor,1788012804458570.000,278544.929238,498,498,-0.589686,0
1009,1009,timestamp_inferred,1788012804492000.500,278548.835403,498,499,-0.589686,0
1010,1010,camera_timecode_anchor,1788012804525431.000,278552.741569,499,499,-2.153590,1
1011,1011,camera_timecode_anchor,1788012804558850.000,278560.453839,500,500,3.781994,1
1012,1012,timestamp_inferred,1788012804592277.750,278563.297740,500,501,3.781994,1
1013,1013,timestamp_inferred,1788012804625705.250,278566.141641,500,501,-0.120488,0
1014,1014,camera_timecode_anchor,1788012804659133.000,278568.985541,501,501,-0.120488,0
1015,1015,timestamp_inferred,1788012804692555.500,278572.978825,501,502,-0.120488,0
1016,1016,camera_timecode_anchor,1788012804725978.000,278576.972109,502,502,-0.232423,1
1017,1017,timestamp_inferred,1788012804759408.000,278580.963024,502,503,-0.232423,1
1018,1018,camera_timecode_anchor,1788012804792838.000,278584.953938,503,503,-0.383849,0
1019,1019,timestamp_inferred,1788012804826262.500,278588.988377,503,504,-0.383849,0
1020,1020,camera_timecode_anchor,1788012804859687.000,278593.022816,504,504,0.190134,1
1021,1021,timestamp_inferred,1788012804893117.500,278597.008828,504,505,0.190134,1
1022,1022,camera_timecode_anchor,1788012804926548.000,278600.994840,505,505,-0.042999,1
1023,1023,timestamp_inferred,1788012804959978.500,278604.974594,505,506,-0.042999,1
1024,1024,camera_timecode_anchor,1788012804993409.000,278608.954347,506,506,-0.380438,1
1025,1025,timestamp_inferred,1788012805026834.000,278612.960594,506,507,-0.380438,1
1026,1026,camera_timecode_anchor,1788012805060259.000,278616.966840,507,507,-0.276336,1
1027,1027,camera_timecode_anchor,1788012805093690.000,278624.469375,508,508,-4.421876,1
1028,1028,timestamp_inferred,1788012805127118.000,278628.532364,508,509,-4.421876,1
1029,1029,camera_timecode_anchor,1788012805160546.000,278632.595353,509,509,-3.372056,1
1030,1030,timestamp_inferred,1788012805193976.250,278635.224845,509,510,-3.372056,1
1031,1031,timestamp_inferred,1788012805227406.750,278637.854337,509,510,4.031901,0
