schema,take_key,segment,output_frame,source_video_frame,rgb_device_timestamp_us,cmavatar_target_timestamp_ns,mocap_low_frame_counter,mocap_high_frame_counter,interpolation_alpha,alignment_row_sha256,candidate_translation_world_x_mm,candidate_translation_world_y_mm,candidate_translation_world_z_mm,rear_proxy_formula,rear_proxy_modifies_delivered_joints,raw_left_root_x,raw_left_root_y,raw_right_root_x,raw_right_root_y,rear_proxy_left_world_x_mm,rear_proxy_left_world_y_mm,rear_proxy_left_world_z_mm,rear_proxy_right_world_x_mm,rear_proxy_right_world_y_mm,rear_proxy_right_world_z_mm,rear_proxy_left_x,rear_proxy_left_y,rear_proxy_right_x,rear_proxy_right_y,z37_left_root_x,z37_left_root_y,z37_right_root_x,z37_right_root_y,pair_image,automated_evidence_not_subjective_pixel_gt,z37_is_2d_counterexample_not_recommended_global_fix
gt_calib.mocap_wrist_semantics_audit_frame.v1,02,02_210955_Take_001,541,541,1788009013686681,1788009014055288064,406018,406019,0.8212303290414878,c6aa97996387e265567902beeb946fdf1aa81a543a50c2a71e46deeb3c3a8579,0.0,0.0,37.0,wrist - 0.8 * (middle_mcp - wrist),false,1358.33020173789,572.7416800135335,712.2477024311428,582.3467496995893,-275.6876056423462,117.55948496709586,267.3470818655221,151.3323172074392,111.10118654077256,277.9357728984263,1338.2107221470612,526.6724899605229,720.2953216363375,532.9700452175285,1362.0079309257594,516.4297403614335,703.942410828775,529.6678169290487,02_output0541_source0541_raw-rearproxy-z37.png,true,true
gt_calib.mocap_wrist_semantics_audit_frame.v1,02,02_210955_Take_001,758,758,1788009020941504,1788009021310354688,406889,406890,0.44765528883293754,7655be672959858ff6b995d40ce2e1fe038f13ab751967f10657178f541e1607,0.0,0.0,37.0,wrist - 0.8 * (middle_mcp - wrist),false,1351.3356586228301,582.8915848486243,725.6716777830692,593.363719987733,-274.4450299676691,100.84824786129151,250.56227377757435,146.5847060684959,97.00507731395385,263.3168629166547,1329.0429902221267,541.1308877337508,734.7327414955196,544.6990659112444,1354.7534316715014,528.3896760587991,717.8227264800471,542.1370425911351,02_output0758_source0758_raw-rearproxy-z37.png,true,true
gt_calib.mocap_wrist_semantics_audit_frame.v1,02,02_210955_Take_001,974,974,1788009028162222,1788009028531314176,407755,407756,0.9810613646116435,16b92c8ec58ea12cc4c9cea5f0d4cf95c942c8858d18b36d5ec22cd71e49d6ba,0.0,0.0,37.0,wrist - 0.8 * (middle_mcp - wrist),false,1332.8513083951327,579.5573705796502,732.407275662133,584.1216068312909,-264.5519946731512,104.65846817908741,264.32866293234156,144.37967046774426,99.73715229866974,281.4984924846231,1316.4243538763794,524.886133718772,733.2700749800626,522.3705690575857,1335.9378220069818,524.82970227463,724.6468617156664,532.600278776901,02_output0974_source0974_raw-rearproxy-z37.png,true,true
gt_calib.mocap_wrist_semantics_audit_frame.v1,02,02_210955_Take_001,1191,1191,1788009035417120,1788009035786455040,408626,408627,0.6164058252982747,78af5491e30aeaaef1d1e1d37e11944fe586fb800e9466d30b57ff052b46cb5f,0.0,0.0,37.0,wrist - 0.8 * (middle_mcp - wrist),false,1341.3329421627586,560.0327656021303,716.5664088356577,579.0744919797506,-266.7146417269892,118.9392660982518,291.62620796543735,150.7928895196132,105.9556551972762,287.81886240737026,1326.7061545962158,493.57220614196814,720.9738386470456,517.3865897180875,1344.7054050479896,503.52515466945425,708.422034456429,526.884214150824,02_output1191_source1191_raw-rearproxy-z37.png,true,true
gt_calib.mocap_wrist_semantics_audit_frame.v1,02,02_210955_Take_001,1407,1407,1788009042637903,1788009043007479808,409493,409494,0.15779233784441074,001b7afb11312fda477e004bc706682c9eb06e9bb4b1bd3e14585362a851e2ab,0.0,0.0,37.0,wrist - 0.8 * (middle_mcp - wrist),false,1342.6022730882542,577.1811036094329,710.2147814698349,584.5655980846497,-263.07282349002895,112.74602455437615,262.15628869560237,156.82171529856083,103.23333571571624,276.20401804240225,1316.74444782719,532.1132809145107,716.075070315931,531.6509744822777,1345.9307782374517,521.5340693331162,701.99151492493,532.6574182309424,02_output1407_source1407_raw-rearproxy-z37.png,true,true
gt_calib.mocap_wrist_semantics_audit_frame.v1,02,02_210955_Take_001,1624,1624,1788009049892548,1788009050262368768,410363,410364,0.7628612303290415,34c9ccbfe2f593600ae9ea3891d40dcd123ca7b0ea52d8b9438c396dc206c36b,0.0,0.0,37.0,wrist - 0.8 * (middle_mcp - wrist),false,1338.3383130911855,576.6571924637179,716.8093086646259,588.2280959325719,-255.60776187696712,116.49653424892705,281.0164446809728,144.49311797424892,114.52459237768238,290.9895392961373,1307.8467924490712,508.14715149693484,725.8604916749933,516.937443443727,1341.5806717150494,521.0933690047102,708.6293689678103,535.8629909727559,02_output1624_source1624_raw-rearproxy-z37.png,true,true
gt_calib.mocap_wrist_semantics_audit_frame.v1,03,03_211139_Take_002,108,111,1788009103515460,1788009103887082496,416798,416799,0.8609442060085837,41906064096378b6696859ec6a00cc170f8c0e1c1199fb49de267c2413ed6101,0.0,0.0,37.0,wrist - 0.8 * (middle_mcp - wrist),false,1357.3833779587767,607.1916508500344,726.8623535487392,606.4605875414065,-268.96421270386264,123.42438111587984,250.16146386266095,139.50189888412018,116.5819653218884,267.3187236051502,1328.6110155686738,554.0831971712785,736.7125721917187,549.0830486881395,1360.9571431348004,551.7309667625334,718.8643705506,554.2390753485791,03_output0108_source0111_raw-rearproxy-z37.png,true,true
gt_calib.mocap_wrist_semantics_audit_frame.v1,03,03_211139_Take_002,324,327,1788009110736438,1788009111108301056,417665,417666,0.4268383404864092,df268bd38da4b029bf5e9f52d4c227f10b214f0c2293b4fad31d0937cc6824fb,0.0,0.0,37.0,wrist - 0.8 * (middle_mcp - wrist),false,1390.342153723573,556.557442143621,671.0850803490803,580.7536484380506,-300.23548914449213,118.9202345636624,293.91599544492135,188.66067414020026,122.32488121316175,293.83211329327605,1379.6267211659297,488.07142650679833,660.3678793612746,519.384130840901,1394.6908299150218,499.71676578306176,661.9555727032831,527.6964579164968,03_output0324_source0327_raw-rearproxy-z37.png,true,true
gt_calib.mocap_wrist_semantics_audit_frame.v1,03,03_211139_Take_002,540,543,1788009117957792,1788009118329894656,418532,418533,0.03773854825326886,2a995a1032f84450d3a7895247c5128a1460dbf400d5b6232698ca098d6378e8,0.0,0.0,37.0,wrist - 0.8 * (middle_mcp - wrist),false,1360.4553773997604,576.4020674687039,710.2454324725811,573.7751264139143,-281.0249320992246,89.73760361649168,250.5370338073303,154.20739971388514,101.4432943320649,282.73916607822383,1334.9907683674132,535.0868037142673,718.9990803268876,522.098487458982,1364.0094051801,522.5048240490551,701.9912507668314,521.5750225498062,03_output0540_source0543_raw-rearproxy-z37.png,true,true
gt_calib.mocap_wrist_semantics_audit_frame.v1,03,03_211139_Take_002,756,759,1788009125179067,1788009125551409920,419398,419399,0.6392560801144492,718648a3eaeea567a2559b2c5dd33ab192503d4848b06d663557bfe68ccf704c,0.0,0.0,37.0,wrist - 0.8 * (middle_mcp - wrist),false,1374.6113219219267,581.8509168600052,702.8455440163511,595.3829580487684,-282.13211884406303,110.81878284406295,277.8231873648068,160.86864149928465,112.510136148784,278.6866803204577,1346.5331368670277,508.1909395040817,706.4579730692295,533.19659072723,1378.500021033396,526.8935279658424,694.4465128782226,543.3112470137177,03_output0756_source0759_raw-rearproxy-z37.png,true,true
gt_calib.mocap_wrist_semantics_audit_frame.v1,03,03_211139_Take_002,971,974,1788009132366809,1788009132739390976,420261,420262,0.21665236051502146,38b0bc399d896c8d974e0d31d083994310acc9bda3247cbdf990270ce387481d,0.0,0.0,37.0,wrist - 0.8 * (middle_mcp - wrist),false,1383.296724741165,569.4581279712293,700.0366565825036,581.3224170525718,-293.37068223175964,94.39628903004292,264.90046454935623,163.40197654935622,108.84930314163094,285.0001869184549,1356.3443357142773,517.2964331978452,703.0906001672724,523.1994389224125,1387.3299617743137,514.8807563858861,691.5628592124724,528.9857044117584,03_output0971_source0974_raw-rearproxy-z37.png,true,true
gt_calib.mocap_wrist_semantics_audit_frame.v1,03,03_211139_Take_002,1187,1190,1788009139587874,1788009139960695040,421127,421128,0.7929100741037453,54a130c4fe78806f802aac7e868d78a890268577765ea3637a787a20bb708ad2,0.0,0.0,37.0,wrist - 0.8 * (middle_mcp - wrist),false,1368.6863360166212,550.2609706680029,710.0246533513807,560.1805181134265,-279.83513274584425,102.82488908471859,286.8665101141598,151.03727037852994,116.63013118365711,308.4187317444422,1340.7882438976078,491.77628311451355,712.3092288006808,494.76493570316876,1372.5465958164866,494.4548484942355,701.5593100362435,506.55452859958547,03_output1187_source1190_raw-rearproxy-z37.png,true,true
gt_calib.mocap_wrist_semantics_audit_frame.v1,03,03_211139_Take_002,1403,1406,1788009146809125,1788009147182185984,421994,421995,0.3915021459227468,e4b8dea5bd18916e48ecd239ddb561303ef2d0b0c60e4b55c8629cd90f2d57d8,0.0,0.0,37.0,wrist - 0.8 * (middle_mcp - wrist),false,1386.1318451389957,568.2874771757765,688.6097081460107,578.702438996851,-295.10281129613736,102.44548377682403,276.93487742489265,171.43431146781114,115.33848985407727,292.03819939914166,1363.1877846315151,504.52889359068473,687.8392484327162,517.4302731049553,1390.259407919592,513.1771478433003,679.8505449821838,525.8900897641478,03_output1403_source1406_raw-rearproxy-z37.png,true,true
gt_calib.mocap_wrist_semantics_audit_frame.v1,03,03_211139_Take_002,1619,1622,1788009154029984,1788009154403285248,422860,422861,0.9430982692032613,209a098afafa41f14ef745fab28ec5a03957759400447b5d524526f33e193386,0.0,0.0,37.0,wrist - 0.8 * (middle_mcp - wrist),false,1400.986604249332,560.982842761471,682.722800047774,580.0497676229252,-312.7016416478329,89.82079983407243,271.70846370476335,182.3806317379488,111.60940217422402,284.9269031268774,1384.4086025129563,504.5924953105511,675.8373217588073,525.679215009427,1405.3523895007881,506.44692428280257,673.9164272424294,527.6160426419202,03_output1619_source1622_raw-rearproxy-z37.png,true,true
