output_frame,source_depth_frame,bag_message_timestamp_ns,depth_device_timestamp_us,depth_frame_number,source_bag_elapsed_s,matched_clip_bag_elapsed_s,same_index_rgb_device_timestamp_us,depth_minus_rgb_device_timestamp_ms,cmavatar_target_timestamp_ns,mocap_low_frame_counter,mocap_high_frame_counter,mocap_low_timestamp_ns,mocap_high_timestamp_ns,interpolation_alpha,bracket_span_ms,nearest_mocap_sample_delta_ms,raw_valid_pixel_fraction,projected_joint_inside_count,projected_joint_nonzero_depth_count,left_wrist_depth_x,left_wrist_depth_y,left_wrist_inside_frame,right_wrist_depth_x,right_wrist_depth_y,right_wrist_inside_frame
14,74,1788008896913136959,1788008896913137,127859,2.4740207195281982,0.46805500984191895,1788008896911821,1.31607,1788008897277799424,392005,392006,1788008897276018688,1788008897284352512,0.2136747246459734,8.333921432495117,1.7807483673095703,0.6136257595486111,42,34,507.819987420488,305.9888972295902,1,252.7943909868816,300.92497335885537,1
15,75,1788008896946568012,1788008896946568,127860,2.5074517726898193,0.50148606300354,1788008896945258,1.31011,1788008897311231488,392009,392010,1788008897309351936,1788008897317684736,0.2255793991416309,8.33272933959961,1.8796920776367188,0.61533203125,42,33,507.94648959952445,305.8505272656272,1,252.81357904273065,300.87817077264276,1
16,76,1788008896980001926,1788008896980002,127861,2.5408859252929688,0.5349202156066895,1788008896978689,1.312971,1788008897344666880,392013,392014,1788008897342684160,1788008897351016960,0.23793991416309013,8.33272933959961,1.9826889038085938,0.6167019314236111,42,36,508.0293956909184,305.72280002348805,1,252.80308546081994,300.8591203365247,1
17,77,1788008897013432980,1788008897013433,127862,2.57431697845459,0.5683512687683105,1788008897012127,1.306057,1788008897378098944,392017,392018,1788008897376016384,1788008897384350208,0.2498927192104134,8.333921432495117,2.0825862884521484,0.6160970052083333,42,34,508.09677452677374,305.60081296079176,1,252.80508391472887,300.86740298021607,1
18,78,1788008897046864033,1788008897046864,127863,2.607748031616211,0.6017823219299316,1788008897045556,1.307965,1788008897411531264,392021,392022,1788008897409349632,1788008897417682688,0.2617950845469371,8.332967758178711,2.181529998779297,0.6172498914930555,42,34,508.1242291804821,305.55226854019605,1,252.80726384777705,300.74776769634366,1
19,79,1788008897080293894,1788008897080294,127864,2.6411776542663574,0.6352119445800781,1788008897078986,1.307965,1788008897444962048,392025,392026,1788008897442682112,1788008897451015680,0.2735881444183784,8.333683013916016,2.279996871948242,0.6208279079861111,42,35,508.07037067344567,305.56661894319944,1,252.73743679998094,300.7974096277068,1
20,80,1788008897113725901,1788008897113726,127865,2.674609899520874,0.6686441898345947,1788008897112416,1.309872,1788008897478395392,392029,392030,1788008897476015360,1788008897484348160,0.28563662374821175,8.33272933959961,2.3801326751708984,0.6239556206597222,42,37,507.98229279232726,305.65846866209756,1,252.679250830333,300.8534388506913,1
21,81,1788008897147157907,1788008897147158,127866,2.7080419063568115,0.7020761966705322,1788008897145845,1.312971,1788008897511828480,392033,392034,1788008897509347584,1788008897517680384,0.2977110157367668,8.33272933959961,2.480745315551758,0.6260226779513889,42,37,507.81830405511846,305.70050324586555,1,252.49174342196707,300.9128702546687,1
22,82,1788008897180588007,1788008897180588,127867,2.741472005844116,0.7355062961578369,1788008897179274,1.313925,1788008897545259776,392037,392038,1788008897542679808,1788008897551013632,0.3095694464311257,8.333921432495117,2.579927444458008,0.6259033203125,42,38,507.61996036989717,305.64448629232703,1,252.32929046185228,300.9400106863358,1
23,83,1788008897214020014,1788008897214020,127868,2.7749040126800537,0.7689383029937744,1788008897212712,1.307965,1788008897578692864,392041,392042,1788008897576013056,1788008897584345856,0.32160228898426324,8.33272933959961,2.6798248291015625,0.6261203342013889,42,38,507.52781624778027,305.55409805406725,1,252.16317855729034,300.94752693235534,1
24,84,1788008897247451067,1788008897247451,127869,2.808335065841675,0.8023693561553955,1788008897246146,1.305103,1788008897612125440,392045,392046,1788008897609345536,1788008897617678080,0.33361945636623747,8.33272933959961,2.7799606323242188,0.6258083767361111,42,38,507.4896455273198,305.3466541312511,1,251.93550174728946,300.7679109355595,1
25,85,1788008897280884981,1788008897280885,127870,2.841768980026245,0.8358032703399658,1788008897279570,1.314878,1788008897645560576,392049,392050,1788008897642677760,1788008897651011584,0.3459117697545345,8.333683013916016,2.882719039916992,0.6263481987847223,42,36,507.534753803414,305.16414138185746,1,251.74795692814354,300.6569238400066,1
26,86,1788008897314316034,1788008897314316,127871,2.875199794769287,0.8692340850830078,1788008897313007,1.308918,1788008897678992128,392053,392054,1788008897676010752,1788008897684343808,0.3577580040628308,8.332967758178711,2.9811859130859375,0.62158203125,42,34,507.6267876284235,305.01056520694397,1,251.63895760450694,300.6636064197535,1
27,87,1788008897347748995,1788008897347749,127872,2.90863299369812,0.9026672840118408,1788008897346437,1.312018,1788008897712425984,392057,392058,1788008897709343232,1788008897717676288,0.3699464965237046,8.332967758178711,3.082752227783203,0.6172444661458333,42,33,507.9131227693947,304.91622728916667,1,251.5114719255447,300.75051918389767,1
28,88,1788008897381177902,1788008897381178,127873,2.94206166267395,0.9360959529876709,1788008897379867,1.310825,1788008897745855232,392061,392062,1788008897742675456,1788008897751009280,0.3815586199004406,8.333683013916016,3.179788589477539,0.6173556857638889,42,33,508.1741113828775,304.84671781018545,1,251.49191759267094,300.98155383435414,1
29,89,1788008897414611101,1788008897414611,127874,2.9754951000213623,0.969529390335083,1788008897413304,1.307011,1788008897779289856,392065,392066,1788008897776008960,1788008897784341504,0.39376251788268957,8.33272933959961,3.281116485595703,0.6158528645833333,42,33,508.37278357525486,304.7962578303037,1,251.44831735377858,301.01716724972465,1
30,90,1788008897448043108,1788008897448043,127875,3.0089268684387207,1.0029611587524414,1788008897446733,1.31011,1788008897812722688,392069,392070,1788008897809340928,1788008897817674752,0.4057788585323988,8.333921432495117,3.3817291259765625,0.6156032986111111,42,33,508.6270854501862,304.69826784854945,1,251.52351457301938,300.9438099036373,1
31,91,1788008897481472969,1788008897481473,127876,3.0423569679260254,1.036391258239746,1788008897480163,1.309872,1788008897846153984,392073,392074,1788008897842674176,1788008897851007232,0.4175846184658522,8.332967758178711,3.4797191619873047,0.6173746744791667,42,35,508.93926588170825,304.62398543541434,1,251.62903641218304,300.787768379677,1
32,92,1788008897514902115,1788008897514902,127877,3.0757858753204346,1.0698201656341553,1788008897513592,1.31011,1788008897879584000,392077,392078,1788008897876005632,1788008897884338432,0.4294420600858369,8.33272933959961,3.5784244537353516,0.6157335069444444,42,32,509.268844955663,304.6022505099433,1,251.69663534043838,300.7629608812003,1
33,93,1788008897548336029,1788008897548336,127878,3.109220027923584,1.1032543182373047,1788008897547022,1.313925,1788008897913019648,392081,392082,1788008897909338112,1788008897917671680,0.44178062596555473,8.333683013916016,3.681659698486328,0.6150689019097222,42,32,509.50429244955467,304.5776264159249,1,251.7678462067627,300.7651080945123,1
34,94,1788008897581768036,1788008897581768,127879,3.1426517963409424,1.136686086654663,1788008897580459,1.308918,1788008897946452736,392085,392086,1788008897942671104,1788008897951003904,0.45380675803267434,8.332967758178711,3.781557083129883,0.6168674045138889,42,33,509.6326594673177,304.5667464106392,1,251.75500201392538,300.6421120949901,1
35,95,1788008897615199089,1788008897615199,127880,3.1760828495025635,1.1701171398162842,1788008897613888,1.311064,1788008897979884800,392089,392090,1788008897976003328,1788008897984336384,0.4657949701009985,8.332967758178711,3.8814544677734375,0.6199245876736111,42,33,509.67381509823144,304.5764460801666,1,251.6883748082431,300.4606380526878,1
36,96,1788008897648628950,1788008897648629,127881,3.209512948989868,1.2035472393035889,1788008897647319,1.309872,1788008898013316096,392093,392094,1788008898009335808,1788008898017669376,0.4776277393145277,8.333683013916016,3.980398178100586,0.6289794921875,42,38,509.6586826300587,304.5841233597619,1,251.60413293923918,300.3124741025819,1
37,97,1788008897682060003,1788008897682060,127882,3.2429440021514893,1.23697829246521,1788008897680748,1.312017,1788008898046748416,392097,392098,1788008898042669056,1788008898051001856,0.4895565092989986,8.33272933959961,4.079341888427734,0.6265923394097223,42,38,509.6663266600744,304.5831468016529,1,251.52431618452312,300.17709495179724,1
38,98,1788008897715492010,1788008897715492,127883,3.2763760089874268,1.2704102993011475,1788008897714178,1.313925,1788008898080181248,392101,392102,1788008898076001280,1788008898084335104,0.5015877556858819,8.333921432495117,4.153728485107422,0.6269504123263889,42,38,509.711381279444,304.5549575182868,1,251.50970752166785,300.1538763135068,1
39,99,1788008897748922110,1788008897748922,127884,3.3098058700561523,1.303840160369873,1788008897747616,1.306057,1788008898113612288,392105,392106,1788008898109334528,1788008898117667328,0.5133758690738462,8.332967758178711,4.055023193359375,0.6252170138888888,42,38,509.72488549650495,304.55234729594144,1,251.58044211697765,300.0131278696993,1
40,100,1788008897782352924,1788008897782353,127885,3.3432366847991943,1.337270975112915,1788008897781044,1.308918,1788008898147044352,392109,392110,1788008898142666752,1788008898150999552,0.5253505007153075,8.33272933959961,3.9551258087158203,0.6228271484375,42,37,509.7176526264787,304.61806165652985,1,251.60169131919247,299.6806769233971,1
41,101,1788008897815785885,1788008897815786,127886,3.3766698837280273,1.370704174041748,1788008897814474,1.311779,1788008898180478720,392113,392114,1788008898175999232,1788008898184332800,0.5375350460605367,8.333683013916016,3.854036331176758,0.6211534288194445,42,36,509.58919947196296,304.7559082969093,1,251.6143353139684,299.8110577919741,1
42,102,1788008897849216938,1788008897849217,127887,3.4101009368896484,1.4041352272033691,1788008897847903,1.313925,1788008898213911040,392117,392118,1788008898209332480,1788008898217665280,0.5494706723891273,8.33272933959961,3.754138946533203,0.6207329644097223,42,36,509.450463112026,304.84938909152197,1,251.8038573531313,299.89308512093135,1
43,103,1788008897882648945,1788008897882649,127888,3.443532705307007,1.4375669956207275,1788008897881341,1.307964,1788008898247344128,392121,392122,1788008898242664448,1788008898250997504,0.5615576092243426,8.332967758178711,3.6535263061523438,0.6179497612847222,42,33,509.36897762587716,304.85515428329774,1,252.0012400306069,299.86939916177187,1
44,104,1788008897916080952,1788008897916081,127889,3.4769647121429443,1.470999002456665,1788008897914771,1.309872,1788008898280776960,392125,392126,1788008898275996928,1788008898284330752,0.573566013445859,8.333921432495117,3.5538673400878906,0.6182481553819444,42,34,509.28615490607933,304.97062385121336,1,252.12994220301522,299.93306609743956,1
45,105,1788008897949512959,1788008897949513,127890,3.510396718978882,1.5044310092926025,1788008897948202,1.311064,1788008898314210304,392129,392130,1788008898309330176,1788008898317662976,0.5856366237482117,8.33272933959961,3.452777862548828,0.6194580078125,42,33,509.2122771866165,305.1031926250778,1,252.13319486749737,300.0683961654221,1
46,106,1788008897982947111,1788008897982947,127891,3.5438308715820312,1.537865161895752,1788008897981637,1.31011,1788008898347645440,392133,392134,1788008898342662656,1788008898350995200,0.597997138769671,8.33272933959961,3.349781036376953,0.6188313802083333,42,32,509.0502117118001,305.01145080198387,1,252.10746492239687,300.05523559013966,1
47,107,1788008898016376972,1788008898016377,127892,3.577260971069336,1.5712952613830566,1788008898015068,1.308918,1788008898381076992,392137,392138,1788008898375994624,1788008898384328704,0.6098412244314119,8.333921432495117,3.2515525817871094,0.6190239800347223,42,34,508.8931668914404,305.04717378078414,1,252.12724445476584,300.0028584422591,1
48,108,1788008898049807072,1788008898049807,127893,3.6106910705566406,1.6047253608703613,1788008898048497,1.31011,1788008898414508288,392141,392142,1788008898409327872,1788008898417660928,0.6216703384738634,8.332967758178711,3.152608871459961,0.6179253472222223,42,34,508.80422640445954,305.14958946405653,1,252.13435383374383,299.96175190726217,1
49,109,1788008898083236933,1788008898083237,127894,3.644120693206787,1.6381549835205078,1788008898081926,1.310826,1788008898447939072,392145,392146,1788008898442660352,1788008898450994176,0.6334143899299098,8.333921432495117,3.055095672607422,0.6198269314236111,42,32,508.69344320213787,305.16941595933804,1,252.07302792140013,299.67838877250136,1
50,110,1788008898116666079,1788008898116666,127895,3.6775500774383545,1.6715843677520752,1788008898115356,1.310111,1788008898481369600,392149,392150,1788008898475993600,1788008898484326400,0.6451502145922747,8.33272933959961,2.956867218017578,0.6224962022569445,42,33,508.5491560719113,305.3746998568226,1,252.0483667114689,299.63574852096355,1
51,111,1788008898150099039,1788008898150099,127896,3.7109827995300293,1.70501708984375,1788008898148784,1.315117,1788008898514802944,392153,392154,1788008898509326080,1788008898517658624,0.6572818311874106,8.33272933959961,2.8557777404785156,0.6213107638888888,42,34,508.5729849984694,305.56318700392,1,252.10268305779687,299.67682861395315,1
52,112,1788008898183532000,1788008898183532,127897,3.7444159984588623,1.738450288772583,1788008898182222,1.310111,1788008898548236800,392157,392158,1788008898542658048,1788008898550992128,0.6694035188098985,8.333921432495117,2.7551651000976562,0.6210422092013889,42,36,508.6297926418688,305.5994182315283,1,252.163275274557,299.7367569907859,1
53,113,1788008898216964006,1788008898216964,127898,3.7778480052948,1.7718822956085205,1788008898215652,1.312017,1788008898581669632,392161,392162,1788008898575991296,1788008898584324352,0.681411118422935,8.332967758178711,2.6547908782958984,0.6208767361111112,42,37,508.57281449983725,305.84845821223905,1,252.19498193508633,299.8493945890086,1
54,114,1788008898250394106,1788008898250394,127899,3.8112778663635254,1.805312156677246,1788008898249082,1.312018,1788008898615100928,392165,392166,1788008898609323776,1788008898617656576,0.6933047210300429,8.33272933959961,2.5556087493896484,0.6214463975694444,42,31,508.4185974515275,306.21209173258876,1,252.34943612107554,299.89913767460024,1
55,115,1788008898283827066,1788008898283827,127900,3.8447108268737793,1.8387451171875,1788008898282519,1.307964,1788008898648535040,392169,392170,1788008898642656000,1788008898650989824,0.7054414373176174,8.333683013916016,2.4547576904296875,0.6210530598958334,42,35,508.4063209458724,305.91051491745577,1,252.33898477584552,299.92874389644913,1
56,116,1788008898317259073,1788008898317259,127901,3.878142833709717,1.8721771240234375,1788008898315949,1.31011,1788008898681968128,392173,392174,1788008898675989248,1788008898684322048,0.7175188120511573,8.332967758178711,2.3539066314697266,0.6209608289930556,42,35,508.3285882554442,305.97101535229336,1,252.35471166567103,299.95147758442664,1
57,117,1788008898350691080,1788008898350691,127902,3.9115748405456543,1.905609130859375,1788008898349378,1.312971,1788008898715401216,392177,392178,1788008898709321472,1788008898717654528,0.7295928585734314,8.332967758178711,2.253293991088867,0.6189670138888889,42,34,508.30166595077037,306.0500531433952,1,252.3677007164763,299.8749100420368,1
58,118,1788008898384125948,1788008898384126,127903,3.945009708404541,1.9390439987182617,1788008898382815,1.311064,1788008898748837120,392181,392182,1788008898742653952,1788008898750987520,0.7419751673628197,8.333683013916016,2.150297164916992,0.6174967447916667,42,34,508.32994023790997,306.04744555036154,1,252.43401409927515,299.74902446539215,1
59,119,1788008898417560101,1788008898417560,127904,3.9784438610076904,1.9724781513214111,1788008898416244,1.316071,1788008898782272512,392185,392186,1788008898775987200,1788008898784320000,0.7543061516452074,8.33272933959961,2.047300338745117,0.6173502604166666,42,31,508.2989357103936,306.0104058067539,1,252.67512043608372,299.76676438445725,1
60,120,1788008898450993061,1788008898450993,127905,4.011877059936523,2.005911350250244,1788008898449681,1.312017,1788008898815706880,392189,392190,1788008898809319168,1788008898817652224,0.7665588967411519,8.332967758178711,1.9452571868896484,0.6167453342013889,42,34,508.3639797608238,305.6631261180143,1,252.97153879811614,299.9871500530435,1
61,121,1788008898484436035,1788008898484436,127906,4.0453197956085205,2.039354085922241,1788008898483110,1.326084,1788008898849150976,392193,392194,1788008898842651648,1788008898850985472,0.7798598197682735,8.333921432495117,1.8346309661865234,0.6166151258680556,42,32,508.35766887489007,305.5717732141722,1,253.25073839411365,299.9779433113349,1
62,122,1788008898517862082,1788008898517862,127907,4.07874608039856,2.0727803707122803,1788008898516548,1.314164,1788008898882578432,392197,392198,1788008898875983872,1788008898884316672,0.7913876967095851,8.33272933959961,1.7383098602294922,0.6170084635416667,42,33,508.30921695900736,305.4584193311587,1,253.4302399995588,299.7984944352081,1
63,123,1788008898551300049,1788008898551300,127908,4.112184047698975,2.1062183380126953,1788008898549985,1.315117,1788008898916017408,392201,392202,1788008898909316352,1788008898917649920,0.8040853693425645,8.333683013916016,1.6326904296875,0.6160319010416667,42,33,508.1005297338731,305.74765071762624,1,253.44704995863896,299.5060449600009,1
64,124,1788008898584729910,1788008898584730,127909,4.145613670349121,2.139647960662842,1788008898583422,1.307964,1788008898949448192,392205,392206,1788008898942649344,1788008898950982400,0.8158850962776458,8.332967758178711,1.5342235565185547,0.6156548394097222,42,33,507.88439080941305,306.0448702650428,1,253.4543349436218,299.34965575254904,1
65,125,1788008898618165016,1788008898618165,127910,4.179048776626587,2.1730830669403076,1788008898616853,1.312017,1788008898982884352,392209,392210,1788008898975981824,1788008898984314624,0.828359703585019,8.332967758178711,1.4302730560302734,0.6163113064236111,42,38,507.65705184937576,306.5016833679909,1,253.46508356253042,299.4701166811996,1
66,126,1788008898651597977,1788008898651598,127911,4.21248197555542,2.2065162658691406,1788008898650289,1.308918,1788008899016318720,392213,392214,1788008899009314048,1788008899017647616,0.8405332723007382,8.333683013916016,1.3289451599121094,0.6189860026041667,42,36,507.3381781823695,306.75775268737164,1,253.36951535521638,299.5032827376704,1
67,127,1788008898685031891,1788008898685032,127912,4.24591588973999,2.239950180053711,1788008898683718,1.313925,1788008899049753856,392217,392218,1788008899042647296,1788008899050980096,0.8528469241773963,8.33272933959961,1.226186752319336,0.6184109157986111,42,35,507.0813709821492,307.03549717269067,1,253.25317737473168,299.67957792316747,1
68,128,1788008898718465090,1788008898718465,127913,4.279348850250244,2.273383140563965,1788008898717157,1.308203,1788008899083187968,392221,392222,1788008899075979520,1788008899084313344,0.8649692461736518,8.333921432495117,1.125335693359375,0.6208089192708334,42,38,506.9697045582019,307.100621733938,1,253.18114471347303,300.14550626826684,1
69,129,1788008898751904011,1788008898751904,127914,4.312787771224976,2.3068220615386963,1788008898750593,1.311064,1788008899116627968,392225,392226,1788008899109312768,1788008899117645824,0.8778575720294126,8.332967758178711,1.0178089141845703,0.6225124782986111,42,38,506.8964166015424,307.34781464481193,1,252.99616970871676,300.46010739935997,1
70,130,1788008898785336971,1788008898785337,127915,4.346220970153809,2.3402552604675293,1788008898784023,1.313925,1788008899150062336,392229,392230,1788008899142645248,1788008899150977792,0.8901287553648068,8.33272933959961,0.91552734375,0.6217366536458333,42,38,506.99003606377516,307.4038433776539,1,252.79109076750518,300.7651566237915,1
71,131,1788008898818768024,1788008898818768,127916,4.37965202331543,2.3736863136291504,1788008898817460,1.307964,1788008899183494656,392233,392234,1788008899175977472,1788008899184311040,0.9020140756422727,8.333683013916016,0.8165836334228516,0.6203993055555556,42,40,506.84260566478576,307.63413749803243,1,252.49481640406742,300.9943662726433,1
72,132,1788008898852201939,1788008898852202,127917,4.4130859375,2.4071202278137207,1788008898850889,1.312971,1788008899216929792,392237,392238,1788008899209310720,1788008899217643520,0.9143347639484979,8.33272933959961,0.7138252258300781,0.6196695963541666,42,40,506.98276005403886,307.9204295613893,1,252.1288832378038,301.23391617745864,1
73,133,1788008898885629892,1788008898885630,127918,4.446513891220093,2.4405481815338135,1788008898884319,1.310825,1788008899250358784,392241,392242,1788008899242642944,1788008899250975744,0.9259534777259592,8.332967758178711,0.6170272827148438,0.6197184244791667,42,38,507.20732359567603,308.0970407021092,1,251.78250073561597,301.56105582098695,1
74,134,1788008898919060946,1788008898919061,127919,4.479944944381714,2.4739792346954346,1788008898917748,1.312972,1788008899283791104,392245,392246,1788008899275975168,1788008899284309248,0.9378343584608783,8.333921432495117,0.5180835723876953,0.6208143446180555,42,37,507.41739776152366,308.06566315189673,1,251.5021844612803,301.6890205214856,1
75,135,1788008898952490091,1788008898952490,127920,4.513373851776123,2.5074081420898438,1788008898951177,1.313209,1788008899317220864,392249,392250,1788008899309308416,1788008899317641216,0.9495565092989986,8.33272933959961,0.4203319549560547,0.6177300347222222,42,33,507.6182214496473,307.99976062568305,1,251.26371036436046,301.7197279023062,1
76,136,1788008898985918999,1788008898985919,127921,4.546802759170532,2.540837049484253,1788008898984607,1.312018,1788008899350651136,392253,392254,1788008899342640896,1788008899350973696,0.9612875536480686,8.33272933959961,0.32258033752441406,0.6205864800347223,42,38,507.7595904606893,307.50327681798836,1,251.04014556451503,301.677545465743,1
77,137,1788008899019350052,1788008899019350,127922,4.580233812332153,2.574268102645874,1788008899018038,1.312018,1788008899384083200,392257,392258,1788008899375972864,1788008899384306944,0.973165498498069,8.333921432495117,0.22363662719726562,0.6190022786458333,42,35,507.8768568110861,307.45605678135826,1,250.79553075564564,301.6911824403956,1
78,138,1788008899052781105,1788008899052781,127923,4.613664865493774,2.607699155807495,1788008899051475,1.306057,1788008899417515776,392261,392262,1788008899409306368,1788008899417639168,0.9851792509513319,8.332967758178711,0.12350082397460938,0.6195095486111111,42,36,508.03304382580905,307.70563469026797,1,250.6534725832035,301.71082580159145,1
79,139,1788008899086214066,1788008899086214,127924,4.647098064422607,2.641132354736328,1788008899084903,1.311064,1788008899450950144,392265,392266,1788008899442638592,1788008899450971392,0.9974535050071531,8.33272933959961,0.021219253540039062,0.6207329644097223,42,34,508.2832850597081,308.22487854026906,1,250.58409883870928,301.74079913445325,1
80,140,1788008899119645119,1788008899119645,127925,4.6805291175842285,2.674563407897949,1788008899118333,1.312018,1788008899484382464,392270,392271,1788008899484304640,1788008899492637696,0.009327343995879946,8.332967758178711,0.07772445678710938,0.6203342013888888,42,35,508.3928519201345,308.57255456089314,1,250.57095060221513,301.90076144912604,1
81,141,1788008899153078079,1788008899153078,127926,4.713961839675903,2.707996129989624,1788008899151763,1.315117,1788008899517816064,392274,392275,1788008899517637120,1788008899525970944,0.0214847661278787,8.333921432495117,0.17905235290527344,0.6210964626736111,42,39,508.4141815988107,308.8332599418715,1,250.6146994301085,302.05053451707295,1
82,142,1788008899186508894,1788008899186509,127927,4.747392654418945,2.741426944732666,1788008899185200,1.308918,1788008899551248128,392278,392279,1788008899550970368,1788008899559303168,0.03333333333333333,8.33272933959961,0.2777576446533203,0.6230712890625,42,38,508.4039368604914,308.9201946998062,1,250.664996533745,302.04713836174506,1
83,143,1788008899219939947,1788008899219940,127928,4.780823707580566,2.774857997894287,1788008899218629,1.311064,1788008899584680192,392282,392283,1788008899584302592,1788008899592635392,0.04529327610872675,8.33272933959961,0.37741661071777344,0.6236924913194445,42,37,508.37938853738416,309.0999047387479,1,250.70670993995202,302.16331841878093,1
84,144,1788008899253371954,1788008899253372,127929,4.814255714416504,2.8082900047302246,1788008899252059,1.312971,1788008899618113280,392286,392287,1788008899617634816,1788008899625968640,0.0574166785867544,8.333921432495117,0.47850608825683594,0.6300537109375,42,38,508.27729073037074,309.29921507791005,1,250.74496990479173,302.2664968983164,1
85,145,1788008899286804914,1788008899286805,127930,4.847688913345337,2.8417232036590576,1788008899285495,1.309871,1788008899651547648,392290,392291,1788008899650968064,1788008899659301120,0.06955451918400046,8.332967758178711,0.5795955657958984,0.6313340928819444,42,38,508.2346613083605,309.4101413382579,1,250.76470669763302,302.3516633860551,1
